With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.52548275     0.47314679    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.5186304     0.21146701    
10.500000 0.500000 0.500000 204.054993     -0.10989  10.511778     -.50212769E-01
15.500000 0.500000 0.500000 157.588303     -0.34180  15.504926     -.31189255    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.498073     -.57357233    
25.500000 0.500000 0.500000 386.173309      0.59402  25.491221     -.83525211    
30.500000 0.500000 0.500000 422.756592      0.66274  30.484369     -1.0969319    
35.500000 0.500000 0.500000 541.809998      0.99961  35.477516     -1.3586117    
40.500000 0.500000 0.500000 576.163330      1.15644  40.470664     -1.6202914    
45.500000 0.500000 0.500000 549.518372      1.04181  45.463812     -1.8819712    
50.500000 0.500000 0.500000 200.958298     -0.13514  50.456959     -2.1436510    
55.500000 0.500000 0.500000 375.029907      0.54246  55.450107     -2.4053308    
60.500000 0.500000 0.500000 320.968292      0.34180  60.443255     -2.6670106    
65.500000 0.500000 0.500000 374.281708      0.53522  65.436403     -2.9286903    
70.500000 0.500000 0.500000 270.466705      0.16048  70.429550     -3.1903701    
75.500000 0.500000 0.500000 14.636700     -1.21991  75.422698     -3.4520499    
80.500000 0.500000 0.500000 138.963303     -0.41588  80.415846     -3.7137297    
85.500000 0.500000 0.500000 330.253296      0.37522  85.408993     -3.9754095    
90.500000 0.500000 0.500000 363.000000      0.49940  90.402141     -4.2370892    
95.500000 0.500000 0.500000 122.781700     -0.51365  95.395289     -4.4987690    
0.500000 5.500000 0.500000 0.000000     -1.89949 0.78716252      5.4662945    
5.500000 5.500000 0.500000 11.474400     -1.27446  5.7803102      5.2046147    
10.500000 5.500000 0.500000 43.175598     -0.94924  10.773458      4.9429349    
15.500000 5.500000 0.500000 107.290001     -0.60904  15.766606      4.6812551    
20.500000 5.500000 0.500000 281.265503      0.21150  20.759753      4.4195753    
25.500000 5.500000 0.500000 313.061096      0.30877  25.752901      4.1578956    
30.500000 5.500000 0.500000 424.531097      0.67056  30.746049      3.8962158    
35.500000 5.500000 0.500000 253.062195      0.10358  35.739196      3.6345360    
40.500000 5.500000 0.500000 407.880005      0.63183  40.732344      3.3728562    
45.500000 5.500000 0.500000 222.167801      0.00313  45.725492      3.1111765    
50.500000 5.500000 0.500000 283.696686      0.24365  50.718639      2.8494967    
55.500000 5.500000 0.500000 216.302200     -0.03447  55.711787      2.5878169    
60.500000 5.500000 0.500000 261.458893      0.12882  60.704935      2.3261371    
65.500000 5.500000 0.500000 235.391098      0.04702  65.698082      2.0644573    
70.500000 5.500000 0.500000 474.660004      0.81950  70.691230      1.8027776    
75.500000 5.500000 0.500000 277.003296      0.19870  75.684378      1.5410978    
80.500000 5.500000 0.500000 428.578888      0.67843  80.677525      1.2794180    
85.500000 5.500000 0.500000 772.396606      1.65710  85.670673      1.0177382    
90.500000 5.500000 0.500000 503.337799      0.90117  90.663821     0.75605844    
95.500000 5.500000 0.500000 177.917801     -0.26307  95.656968     0.49437866    
0.500000 10.500000 0.500000 66.873299     -0.84609  1.0488423      10.459442    
5.500000 10.500000 0.500000 66.746696     -0.86416  6.0419900      10.197762    
10.500000 10.500000 0.500000 77.235603     -0.78492  11.035138      9.9360826    
15.500000 10.500000 0.500000 94.454399     -0.69429  16.028285      9.6744028    
20.500000 10.500000 0.500000 51.272202     -0.92975  21.021433      9.4127230    
25.500000 10.500000 0.500000 234.729996      0.04074  26.014581      9.1510432    
30.500000 10.500000 0.500000 528.935608      0.95912  31.007728      8.8893635    
35.500000 10.500000 0.500000 482.937805      0.85509  36.000876      8.6276837    
40.500000 10.500000 0.500000 505.185486      0.92014  40.994024      8.3660039    
45.500000 10.500000 0.500000 65.401100     -0.89180  45.987171      8.1043241    
50.500000 10.500000 0.500000 73.295601     -0.79348  50.980319      7.8426443    
55.500000 10.500000 0.500000 219.704498     -0.00940  55.973467      7.5809646    
60.500000 10.500000 0.500000 225.733307      0.01567  60.966614      7.3192848    
65.500000 10.500000 0.500000 182.372192     -0.23720  65.959762      7.0576050    
70.500000 10.500000 0.500000 390.133301      0.60151  70.952910      6.7959252    
75.500000 10.500000 0.500000 93.995598     -0.70229  75.946057      6.5342454    
80.500000 10.500000 0.500000 445.234497      0.74297  80.939205      6.2725657    
85.500000 10.500000 0.500000 377.331085      0.54974  85.932353      6.0108859    
90.500000 10.500000 0.500000 231.436707      0.02820  90.925500      5.7492061    
95.500000 10.500000 0.500000 104.372200     -0.63183  95.918648      5.4875263    
0.500000 15.500000 0.500000 541.830017      1.00999  1.3105221      15.452590    
5.500000 15.500000 0.500000 172.673294     -0.27606  6.3036698      15.190910    
10.500000 15.500000 0.500000 87.331100     -0.72655  11.296817      14.929230    
15.500000 15.500000 0.500000 186.407806     -0.21150  16.289965      14.667550    
20.500000 15.500000 0.500000 118.986702     -0.54246  21.283113      14.405871    
25.500000 15.500000 0.500000 208.202194     -0.07841  26.276260      14.144191    
30.500000 15.500000 0.500000 676.192322      1.44842  31.269408      13.882511    
35.500000 15.500000 0.500000 554.272217      1.06362  36.262556      13.620831    
40.500000 15.500000 0.500000 558.902222      1.10884  41.255703      13.359152    
45.500000 15.500000 0.500000 272.997803      0.16683  46.248851      13.097472    
50.500000 15.500000 0.500000 81.733299     -0.75959  51.241999      12.835792    
55.500000 15.500000 0.500000 313.634399      0.31534  56.235146      12.574112    
60.500000 15.500000 0.500000 145.955597     -0.38195  61.228294      12.312432    
65.500000 15.500000 0.500000 191.756699     -0.17956  66.221442      12.050753    
70.500000 15.500000 0.500000 113.223297     -0.56437  71.214590      11.789073    
75.500000 15.500000 0.500000 87.401100     -0.71842  76.207737      11.527393    
80.500000 15.500000 0.500000 191.653305     -0.19231  81.200885      11.265713    
85.500000 15.500000 0.500000 343.973389      0.40905  86.194033      11.004034    
90.500000 15.500000 0.500000 90.415604     -0.71033  91.187180      10.742354    
95.500000 15.500000 0.500000 341.132202      0.40225  96.180328      10.480674    
0.500000 20.500000 0.500000 633.525024      1.30322  1.5722019      20.445737    
5.500000 20.500000 0.500000 667.548889      1.39671  6.5653495      20.184058    
10.500000 20.500000 0.500000 482.946686      0.86416  11.558497      19.922378    
15.500000 20.500000 0.500000 770.286682      1.63285  16.551645      19.660698    
20.500000 20.500000 0.500000 294.677795      0.28911  21.544793      19.399018    
25.500000 20.500000 0.500000 305.768890      0.29565  26.537940      19.137339    
30.500000 20.500000 0.500000 479.667786      0.84609  31.531088      18.875659    
35.500000 20.500000 0.500000 605.803284      1.23320  36.524236      18.613979    
40.500000 20.500000 0.500000 218.581100     -0.02193  41.517383      18.352299    
45.500000 20.500000 0.500000 443.858887      0.73474  46.510531      18.090619    
50.500000 20.500000 0.500000 224.752197      0.00940  51.503679      17.828940    
55.500000 20.500000 0.500000 357.417786      0.47821  56.496826      17.567260    
60.500000 20.500000 0.500000 329.866608      0.36850  61.489974      17.305580    
65.500000 20.500000 0.500000 0.000000     -1.93901  66.483122      17.043900    
70.500000 20.500000 0.500000 9.778900     -1.36421  71.476269      16.782221    
75.500000 20.500000 0.500000 252.237793      0.09729  76.469417      16.520541    
80.500000 20.500000 0.500000 459.354401      0.75959  81.462565      16.258861    
85.500000 20.500000 0.500000 150.772202     -0.37522  86.455712      15.997181    
90.500000 20.500000 0.500000 277.854401      0.20509  91.448860      15.735501    
95.500000 20.500000 0.500000 358.205505      0.48525  96.442008      15.473822    
0.500000 25.500000 0.500000 943.635010      2.37603  1.8338816      25.438885    
5.500000 25.500000 0.500000 804.471130      1.76538  6.8270293      25.177205    
10.500000 25.500000 0.500000 659.869995      1.36421  11.820177      24.915526    
15.500000 25.500000 0.500000 556.913330      1.08595  16.813325      24.653846    
20.500000 25.500000 0.500000 346.709991      0.43646  21.806472      24.392166    
25.500000 25.500000 0.500000 80.099998     -0.77642  26.799620      24.130486    
30.500000 25.500000 0.500000 499.897797      0.89180  31.792768      23.868806    
35.500000 25.500000 0.500000 720.216675      1.52403  36.785915      23.607127    
40.500000 25.500000 0.500000 350.205505      0.45724  41.779063      23.345447    
45.500000 25.500000 0.500000 530.035522      0.97916  46.772211      23.083767    
50.500000 25.500000 0.500000 468.263306      0.78492  51.765358      22.822087    
55.500000 25.500000 0.500000 440.191101      0.71033  56.758506      22.560408    
60.500000 25.500000 0.500000 281.331085      0.21791  61.751654      22.298728    
65.500000 25.500000 0.500000 104.641098     -0.62419  66.744801      22.037048    
70.500000 25.500000 0.500000 14.106700     -1.23320  71.737949      21.775368    
75.500000 25.500000 0.500000 144.353302     -0.38870  76.731097      21.513688    
80.500000 25.500000 0.500000 197.258896     -0.16048  81.724244      21.252009    
85.500000 25.500000 0.500000 136.416702     -0.42958  86.717392      20.990329    
90.500000 25.500000 0.500000 152.614395     -0.36180  91.710540      20.728649    
95.500000 25.500000 0.500000 152.516693     -0.36850  96.703687      20.466969    
0.500000 30.500000 0.500000 320.226715      0.33517  2.0955614      30.432033    
5.500000 30.500000 0.500000 781.194519      1.70874  7.0887091      30.170353    
10.500000 30.500000 0.500000 594.945618      1.20682  12.081857      29.908673    
15.500000 30.500000 0.500000 546.493408      1.03109  17.075004      29.646993    
20.500000 30.500000 0.500000 647.992188      1.33310  22.068152      29.385314    
25.500000 30.500000 0.500000 0.000000     -2.49771  27.061300      29.123634    
30.500000 30.500000 0.500000 570.921082      1.14430  32.054447      28.861954    
35.500000 30.500000 0.500000 943.423279      2.28182  37.047595      28.600274    
40.500000 30.500000 0.500000 569.085571      1.12050  42.040743      28.338595    
45.500000 30.500000 0.500000 108.952202     -0.58656  47.033890      28.076915    
50.500000 30.500000 0.500000 377.399994      0.55704  52.027038      27.815235    
55.500000 30.500000 0.500000 184.411102     -0.21791  57.020186      27.553555    
60.500000 30.500000 0.500000 626.222290      1.26047  62.013334      27.291875    
65.500000 30.500000 0.500000 528.228882      0.94924  67.006481      27.030196    
70.500000 30.500000 0.500000 696.080017      1.50432  71.999629      26.768516    
75.500000 30.500000 0.500000 438.438812      0.70229  76.992777      26.506836    
80.500000 30.500000 0.500000 825.535522      1.89949  81.985924      26.245156    
85.500000 30.500000 0.500000 195.571106     -0.17319  86.979072      25.983477    
90.500000 30.500000 0.500000 0.000000     -2.02859  91.972220      25.721797    
95.500000 30.500000 0.500000 0.000000     -2.08028  96.965367      25.460117    
0.500000 35.500000 0.500000 662.445007      1.38028  2.3572412      35.425181    
5.500000 35.500000 0.500000 338.700012      0.38870  7.3503889      35.163501    
10.500000 35.500000 0.500000 496.092194      0.88251  12.343537      34.901821    
15.500000 35.500000 0.500000 445.892212      0.75125  17.336684      34.640141    
20.500000 35.500000 0.500000 490.066711      0.87330  22.329832      34.378461    
25.500000 35.500000 0.500000 469.837708      0.79348  27.322980      34.116782    
30.500000 35.500000 0.500000 820.145630      1.86273  32.316127      33.855102    
35.500000 35.500000 0.500000 721.133423      1.54436  37.309275      33.593422    
40.500000 35.500000 0.500000 419.187805      0.65495  42.302423      33.331742    
45.500000 35.500000 0.500000 96.012199     -0.67843  47.295570      33.070062    
50.500000 35.500000 0.500000 135.607803     -0.43646  52.288718      32.808383    
55.500000 35.500000 0.500000 157.479996     -0.34845  57.281866      32.546703    
60.500000 35.500000 0.500000 282.026703      0.23076  62.275013      32.285023    
65.500000 35.500000 0.500000 628.464417      1.27446  67.268161      32.023343    
70.500000 35.500000 0.500000 380.188812      0.56437  72.261309      31.761664    
75.500000 35.500000 0.500000 504.958893      0.91061  77.254456      31.499984    
80.500000 35.500000 0.500000 745.307678      1.58706  82.247604      31.238304    
85.500000 35.500000 0.500000 674.889893      1.41353  87.240752      30.976624    
90.500000 35.500000 0.500000 191.685593     -0.18593  92.233899      30.714944    
95.500000 35.500000 0.500000 24.378901     -1.10884  97.227047      30.453265    
0.500000 40.500000 0.500000 283.859985      0.25011  2.6189210      40.418328    
5.500000 40.500000 0.500000 267.544403      0.14780  7.6120687      40.156648    
10.500000 40.500000 0.500000 124.724503     -0.49231  12.605216      39.894969    
15.500000 40.500000 0.500000 126.336700     -0.48525  17.598364      39.633289    
20.500000 40.500000 0.500000 204.091095     -0.10358  22.591512      39.371609    
25.500000 40.500000 0.500000 293.524506      0.26307  27.584659      39.109929    
30.500000 40.500000 0.500000 557.384521      1.09732  32.577807      38.848250    
35.500000 40.500000 0.500000 819.033386      1.82833  37.570955      38.586570    
40.500000 40.500000 0.500000 876.262207      2.02859  42.564102      38.324890    
45.500000 40.500000 0.500000 159.712204     -0.33517  47.557250      38.063210    
50.500000 40.500000 0.500000 155.172195     -0.35512  52.550398      37.801530    
55.500000 40.500000 0.500000 348.921112      0.44337  57.543545      37.539851    
60.500000 40.500000 0.500000 397.273285      0.61660  62.536693      37.278171    
65.500000 40.500000 0.500000 263.113312      0.14147  67.529841      37.016491    
70.500000 40.500000 0.500000 80.419998     -0.76798  72.522988      36.754811    
75.500000 40.500000 0.500000 0.000000     -1.73636  77.516136      36.493131    
80.500000 40.500000 0.500000 30.223301     -1.04181  82.509284      36.231452    
85.500000 40.500000 0.500000 183.453293     -0.22433  87.502431      35.969772    
90.500000 40.500000 0.500000 217.036697     -0.02820  92.495579      35.708092    
95.500000 40.500000 0.500000 9.561100     -1.39671  97.488727      35.446412    
0.500000 45.500000 0.500000 259.290009      0.12250  2.8806008      45.411476    
5.500000 45.500000 0.500000 134.901093     -0.44337  7.8737484      45.149796    
10.500000 45.500000 0.500000 134.422195     -0.45029  12.866896      44.888116    
15.500000 45.500000 0.500000 233.891098      0.03447  17.860044      44.626437    
20.500000 45.500000 0.500000 369.962189      0.51365  22.853191      44.364757    
25.500000 45.500000 0.500000 632.985596      1.28871  27.846339      44.103077    
30.500000 45.500000 0.500000 684.366577      1.46654  32.839487      43.841397    
35.500000 45.500000 0.500000 675.041077      1.43076  37.832634      43.579717    
40.500000 45.500000 0.500000 508.486694      0.92975  42.825782      43.318038    
45.500000 45.500000 0.500000 119.627800     -0.53522  47.818930      43.056358    
50.500000 45.500000 0.500000 323.596710      0.34845  52.812077      42.794678    
55.500000 45.500000 0.500000 274.037811      0.17319  57.805225      42.532998    
60.500000 45.500000 0.500000 352.788910      0.46421  62.798373      42.271319    
65.500000 45.500000 0.500000 328.128906      0.36180  67.791521      42.009639    
70.500000 45.500000 0.500000 142.736694     -0.39546  72.784668      41.747959    
75.500000 45.500000 0.500000 182.516693     -0.23076  77.777816      41.486279    
80.500000 45.500000 0.500000 202.179993     -0.12250  82.770964      41.224599    
85.500000 45.500000 0.500000 212.113297     -0.05329  87.764111      40.962920    
90.500000 45.500000 0.500000 107.779999     -0.59402  92.757259      40.701240    
95.500000 45.500000 0.500000 4.686700     -1.48517  97.750407      40.439560    
0.500000 50.500000 0.500000 199.323303     -0.14780  3.1422805      50.404624    
5.500000 50.500000 0.500000 163.362198     -0.30877  8.1354282      50.142944    
10.500000 50.500000 0.500000 345.711090      0.42958  13.128576      49.881264    
15.500000 50.500000 0.500000 385.123413      0.58656  18.121724      49.619584    
20.500000 50.500000 0.500000 911.576721      2.20435  23.114871      49.357904    
25.500000 50.500000 0.500000 1020.445618      2.49771  28.108019      49.096225    
30.500000 50.500000 0.500000 513.162170      0.93945  33.101167      48.834545    
35.500000 50.500000 0.500000 370.543304      0.52081  38.094314      48.572865    
40.500000 50.500000 0.500000 127.517799     -0.47821  43.087462      48.311185    
45.500000 50.500000 0.500000 56.545601     -0.91061  48.080610      48.049506    
50.500000 50.500000 0.500000 171.891098     -0.28911  53.073757      47.787826    
55.500000 50.500000 0.500000 311.005615      0.30220  58.066905      47.526146    
60.500000 50.500000 0.500000 203.493301     -0.11619  63.060053      47.264466    
65.500000 50.500000 0.500000 3.492200     -1.50432  68.053200      47.002786    
70.500000 50.500000 0.500000 409.715607      0.63950  73.046348      46.741107    
75.500000 50.500000 0.500000 410.417786      0.64720  78.039496      46.479427    
80.500000 50.500000 0.500000 615.811096      1.24672  83.032643      46.217747    
85.500000 50.500000 0.500000 381.309998      0.57174  88.025791      45.956067    
90.500000 50.500000 0.500000 29.941099     -1.06362  93.018939      45.694388    
95.500000 50.500000 0.500000 18.742201     -1.13232  98.012086      45.432708    
0.500000 55.500000 0.500000 431.478302      0.68634  3.4039603      55.397771    
5.500000 55.500000 0.500000 199.285599     -0.15414  8.3971080      55.136091    
10.500000 55.500000 0.500000 313.907806      0.32194  13.390256      54.874412    
15.500000 55.500000 0.500000 848.711121      1.93901  18.383403      54.612732    
20.500000 55.500000 0.500000 1021.297913      2.67379  23.376551      54.351052    
25.500000 55.500000 0.500000 808.152222      1.79597  28.369699      54.089372    
30.500000 55.500000 0.500000 695.593323      1.48517  33.362846      53.827693    
35.500000 55.500000 0.500000 172.298904     -0.28258  38.355994      53.566013    
40.500000 55.500000 0.500000 39.516701     -0.99961  43.349142      53.304333    
45.500000 55.500000 0.500000 20.670000     -1.12050  48.342289      53.042653    
50.500000 55.500000 0.500000 16.385599     -1.18126  53.335437      52.780973    
55.500000 55.500000 0.500000 70.065598     -0.82830  58.328585      52.519294    
60.500000 55.500000 0.500000 293.609985      0.26956  63.321732      52.257614    
65.500000 55.500000 0.500000 180.929993     -0.24365  68.314880      51.995934    
70.500000 55.500000 0.500000 256.683289      0.10989  73.308028      51.734254    
75.500000 55.500000 0.500000 276.936615      0.19231  78.301175      51.472575    
80.500000 55.500000 0.500000 165.742203     -0.30220  83.294323      51.210895    
85.500000 55.500000 0.500000 120.544403     -0.52800  88.287471      50.949215    
90.500000 55.500000 0.500000 0.000000     -3.02334  93.280618      50.687535    
95.500000 55.500000 0.500000 251.179993      0.09099  98.273766      50.425855    
0.500000 60.500000 0.500000 364.876709      0.50651  3.6656401      60.390919    
5.500000 60.500000 0.500000 130.824493     -0.46421  8.6587878      60.129239    
10.500000 60.500000 0.500000 220.403305     -0.00313  13.651935      59.867559    
15.500000 60.500000 0.500000 904.667725      2.08028  18.645083      59.605880    
20.500000 60.500000 0.500000 780.570007      1.68236  23.638231      59.344200    
