With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.55720775     0.43533840    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.5199385     -.17400831    
10.500000 0.500000 0.500000 204.054993     -0.10989  10.482669     -.78335502    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.445400     -1.3927017    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.408131     -2.0020484    
25.500000 0.500000 0.500000 386.173309      0.59402  25.370862     -2.6113952    
30.500000 0.500000 0.500000 422.756592      0.66274  30.333592     -3.2207419    
35.500000 0.500000 0.500000 541.809998      0.99961  35.296323     -3.8300886    
40.500000 0.500000 0.500000 576.163330      1.15644  40.259054     -4.4394353    
45.500000 0.500000 0.500000 549.518372      1.04181  45.221785     -5.0487820    
50.500000 0.500000 0.500000 200.958298     -0.13514  50.184515     -5.6581287    
55.500000 0.500000 0.500000 375.029907      0.54246  55.147246     -6.2674754    
60.500000 0.500000 0.500000 320.968292      0.34180  60.109977     -6.8768221    
65.500000 0.500000 0.500000 374.281708      0.53522  65.072708     -7.4861689    
70.500000 0.500000 0.500000 270.466705      0.16048  70.035438     -8.0955156    
75.500000 0.500000 0.500000 14.636700     -1.21991  74.998169     -8.7048623    
80.500000 0.500000 0.500000 138.963303     -0.41588  79.960900     -9.3142090    
85.500000 0.500000 0.500000 330.253296      0.37522  84.923631     -9.9235557    
90.500000 0.500000 0.500000 363.000000      0.49940  89.886361     -10.532902    
95.500000 0.500000 0.500000 122.781700     -0.51365  94.849092     -11.142249    
0.500000 5.500000 0.500000 0.000000     -1.89949  1.1665545      5.3980692    
5.500000 5.500000 0.500000 11.474400     -1.27446  6.1292852      4.7887225    
10.500000 5.500000 0.500000 43.175598     -0.94924  11.092016      4.1793757    
15.500000 5.500000 0.500000 107.290001     -0.60904  16.054747      3.5700290    
20.500000 5.500000 0.500000 281.265503      0.21150  21.017477      2.9606823    
25.500000 5.500000 0.500000 313.061096      0.30877  25.980208      2.3513356    
30.500000 5.500000 0.500000 424.531097      0.67056  30.942939      1.7419889    
35.500000 5.500000 0.500000 253.062195      0.10358  35.905670      1.1326422    
40.500000 5.500000 0.500000 407.880005      0.63183  40.868401     0.52329546    
45.500000 5.500000 0.500000 222.167801      0.00313  45.831131     -.86051248E-01
50.500000 5.500000 0.500000 283.696686      0.24365  50.793862     -.69539796    
55.500000 5.500000 0.500000 216.302200     -0.03447  55.756593     -1.3047447    
60.500000 5.500000 0.500000 261.458893      0.12882  60.719324     -1.9140914    
65.500000 5.500000 0.500000 235.391098      0.04702  65.682054     -2.5234381    
70.500000 5.500000 0.500000 474.660004      0.81950  70.644785     -3.1327848    
