With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.54167522     0.45451948    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.5226487     0.18740768E-01
10.500000 0.500000 0.500000 204.054993     -0.10989  10.503622     -.41703794    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.484596     -.85281665    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.465569     -1.2885954    
25.500000 0.500000 0.500000 386.173309      0.59402  25.446543     -1.7243741    
30.500000 0.500000 0.500000 422.756592      0.66274  30.427516     -2.1601528    
35.500000 0.500000 0.500000 541.809998      0.99961  35.408490     -2.5959315    
40.500000 0.500000 0.500000 576.163330      1.15644  40.389463     -3.0317102    
45.500000 0.500000 0.500000 549.518372      1.04181  45.370437     -3.4674889    
50.500000 0.500000 0.500000 200.958298     -0.13514  50.351410     -3.9032676    
55.500000 0.500000 0.500000 375.029907      0.54246  55.332384     -4.3390463    
60.500000 0.500000 0.500000 320.968292      0.34180  60.313357     -4.7748250    
65.500000 0.500000 0.500000 374.281708      0.53522  65.294331     -5.2106038    
70.500000 0.500000 0.500000 270.466705      0.16048  70.275304     -5.6463825    
75.500000 0.500000 0.500000 14.636700     -1.21991  75.256278     -6.0821612    
80.500000 0.500000 0.500000 138.963303     -0.41588  80.237251     -6.5179399    
85.500000 0.500000 0.500000 330.253296      0.37522  85.218225     -6.9537186    
90.500000 0.500000 0.500000 363.000000      0.49940  90.199198     -7.3894973    
95.500000 0.500000 0.500000 122.781700     -0.51365  95.180172     -7.8252760    
0.500000 5.500000 0.500000 0.000000     -1.89949 0.97745393      5.4354930    
5.500000 5.500000 0.500000 11.474400     -1.27446  5.9584274      4.9997143    
10.500000 5.500000 0.500000 43.175598     -0.94924  10.939401      4.5639355    
15.500000 5.500000 0.500000 107.290001     -0.60904  15.920374      4.1281568    
20.500000 5.500000 0.500000 281.265503      0.21150  20.901348      3.6923781    
25.500000 5.500000 0.500000 313.061096      0.30877  25.882321      3.2565994    
30.500000 5.500000 0.500000 424.531097      0.67056  30.863295      2.8208207    
35.500000 5.500000 0.500000 253.062195      0.10358  35.844268      2.3850420    
40.500000 5.500000 0.500000 407.880005      0.63183  40.825242      1.9492633    
45.500000 5.500000 0.500000 222.167801      0.00313  45.806215      1.5134846    
50.500000 5.500000 0.500000 283.696686      0.24365  50.787189      1.0777059    
55.500000 5.500000 0.500000 216.302200     -0.03447  55.768162     0.64192715    
60.500000 5.500000 0.500000 261.458893      0.12882  60.749136     0.20614844    
65.500000 5.500000 0.500000 235.391098      0.04702  65.730109     -.22963027    
70.500000 5.500000 0.500000 474.660004      0.81950  70.711083     -.66540898    
75.500000 5.500000 0.500000 277.003296      0.19870  75.692056     -1.1011877    
80.500000 5.500000 0.500000 428.578888      0.67843  80.673030     -1.5369664    
85.500000 5.500000 0.500000 772.396606      1.65710  85.654003     -1.9727451    
90.500000 5.500000 0.500000 503.337799      0.90117  90.634977     -2.4085238    
95.500000 5.500000 0.500000 177.917801     -0.26307  95.615950     -2.8443025    
0.500000 10.500000 0.500000 66.873299     -0.84609  1.4132326      10.416466    
5.500000 10.500000 0.500000 66.746696     -0.86416  6.3942061      9.9806877    
10.500000 10.500000 0.500000 77.235603     -0.78492  11.375180      9.5449090    
15.500000 10.500000 0.500000 94.454399     -0.69429  16.356153      9.1091303    
20.500000 10.500000 0.500000 51.272202     -0.92975  21.337127      8.6733516    
25.500000 10.500000 0.500000 234.729996      0.04074  26.318100      8.2375729    
30.500000 10.500000 0.500000 528.935608      0.95912  31.299074      7.8017942    
35.500000 10.500000 0.500000 482.937805      0.85509  36.280047      7.3660155    
40.500000 10.500000 0.500000 505.185486      0.92014  41.261021      6.9302368    
45.500000 10.500000 0.500000 65.401100     -0.89180  46.241994      6.4944581    
50.500000 10.500000 0.500000 73.295601     -0.79348  51.222968      6.0586794    
55.500000 10.500000 0.500000 219.704498     -0.00940  56.203941      5.6229006    
60.500000 10.500000 0.500000 225.733307      0.01567  61.184915      5.1871219    
65.500000 10.500000 0.500000 182.372192     -0.23720  66.165888      4.7513432    
70.500000 10.500000 0.500000 390.133301      0.60151  71.146862      4.3155645    
75.500000 10.500000 0.500000 93.995598     -0.70229  76.127835      3.8797858    
80.500000 10.500000 0.500000 445.234497      0.74297  81.108808      3.4440071    
85.500000 10.500000 0.500000 377.331085      0.54974  86.089782      3.0082284    
90.500000 10.500000 0.500000 231.436707      0.02820  91.070755      2.5724497    
95.500000 10.500000 0.500000 104.372200     -0.63183  96.051729      2.1366710    
0.500000 15.500000 0.500000 541.830017      1.00999  1.8490114      15.397440    
