With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.53366026     0.46390379    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.5214805     0.11512142    
10.500000 0.500000 0.500000 204.054993     -0.10989  10.509301     -.23366094    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.497121     -.58244331    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.484941     -.93122568    
25.500000 0.500000 0.500000 386.173309      0.59402  25.472762     -1.2800080    
30.500000 0.500000 0.500000 422.756592      0.66274  30.460582     -1.6287904    
35.500000 0.500000 0.500000 541.809998      0.99961  35.448402     -1.9775728    
40.500000 0.500000 0.500000 576.163330      1.15644  40.436222     -2.3263551    
45.500000 0.500000 0.500000 549.518372      1.04181  45.424043     -2.6751375    
50.500000 0.500000 0.500000 200.958298     -0.13514  50.411863     -3.0239199    
55.500000 0.500000 0.500000 375.029907      0.54246  55.399683     -3.3727022    
60.500000 0.500000 0.500000 320.968292      0.34180  60.387503     -3.7214846    
65.500000 0.500000 0.500000 374.281708      0.53522  65.375324     -4.0702670    
70.500000 0.500000 0.500000 270.466705      0.16048  70.363144     -4.4190493    
75.500000 0.500000 0.500000 14.636700     -1.21991  75.350964     -4.7678317    
80.500000 0.500000 0.500000 138.963303     -0.41588  80.338784     -5.1166141    
85.500000 0.500000 0.500000 330.253296      0.37522  85.326605     -5.4653964    
90.500000 0.500000 0.500000 363.000000      0.49940  90.314425     -5.8141788    
95.500000 0.500000 0.500000 122.781700     -0.51365  95.302245     -6.1629612    
0.500000 5.500000 0.500000 0.000000     -1.89949 0.88244263      5.4517240    
5.500000 5.500000 0.500000 11.474400     -1.27446  5.8702629      5.1029417    
10.500000 5.500000 0.500000 43.175598     -0.94924  10.858083      4.7541593    
15.500000 5.500000 0.500000 107.290001     -0.60904  15.845903      4.4053769    
20.500000 5.500000 0.500000 281.265503      0.21150  20.833724      4.0565946    
25.500000 5.500000 0.500000 313.061096      0.30877  25.821544      3.7078122    
30.500000 5.500000 0.500000 424.531097      0.67056  30.809364      3.3590298    
35.500000 5.500000 0.500000 253.062195      0.10358  35.797184      3.0102475    
40.500000 5.500000 0.500000 407.880005      0.63183  40.785005      2.6614651    
45.500000 5.500000 0.500000 222.167801      0.00313  45.772825      2.3126827    
50.500000 5.500000 0.500000 283.696686      0.24365  50.760645      1.9639004    
55.500000 5.500000 0.500000 216.302200     -0.03447  55.748465      1.6151180    
60.500000 5.500000 0.500000 261.458893      0.12882  60.736286      1.2663356    
65.500000 5.500000 0.500000 235.391098      0.04702  65.724106     0.91755328    
70.500000 5.500000 0.500000 474.660004      0.81950  70.711926     0.56877092    
