With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.54952518     0.44499672    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.5221347     -.77645596E-01
10.500000 0.500000 0.500000 204.054993     -0.10989  10.494744     -.60028791    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.467354     -1.1229302    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.439963     -1.6455725    
25.500000 0.500000 0.500000 386.173309      0.59402  25.412573     -2.1682148    
30.500000 0.500000 0.500000 422.756592      0.66274  30.385182     -2.6908572    
35.500000 0.500000 0.500000 541.809998      0.99961  35.357792     -3.2134995    
40.500000 0.500000 0.500000 576.163330      1.15644  40.330401     -3.7361418    
45.500000 0.500000 0.500000 549.518372      1.04181  45.303010     -4.2587841    
50.500000 0.500000 0.500000 200.958298     -0.13514  50.275620     -4.7814264    
55.500000 0.500000 0.500000 375.029907      0.54246  55.248229     -5.3040687    
60.500000 0.500000 0.500000 320.968292      0.34180  60.220839     -5.8267110    
65.500000 0.500000 0.500000 374.281708      0.53522  65.193448     -6.3493533    
70.500000 0.500000 0.500000 270.466705      0.16048  70.166058     -6.8719957    
75.500000 0.500000 0.500000 14.636700     -1.21991  75.138667     -7.3946380    
80.500000 0.500000 0.500000 138.963303     -0.41588  80.111277     -7.9172803    
85.500000 0.500000 0.500000 330.253296      0.37522  85.083886     -8.4399226    
90.500000 0.500000 0.500000 363.000000      0.49940  90.056496     -8.9625649    
95.500000 0.500000 0.500000 122.781700     -0.51365  95.029105     -9.4852072    
0.500000 5.500000 0.500000 0.000000     -1.89949  1.0721675      5.4176062    
5.500000 5.500000 0.500000 11.474400     -1.27446  6.0447770      4.8949639    
10.500000 5.500000 0.500000 43.175598     -0.94924  11.017386      4.3723216    
15.500000 5.500000 0.500000 107.290001     -0.60904  15.989996      3.8496793    
20.500000 5.500000 0.500000 281.265503      0.21150  20.962605      3.3270369    
25.500000 5.500000 0.500000 313.061096      0.30877  25.935215      2.8043946    
30.500000 5.500000 0.500000 424.531097      0.67056  30.907824      2.2817523    
35.500000 5.500000 0.500000 253.062195      0.10358  35.880434      1.7591100    
40.500000 5.500000 0.500000 407.880005      0.63183  40.853043      1.2364677    
45.500000 5.500000 0.500000 222.167801      0.00313  45.825653     0.71382538    
50.500000 5.500000 0.500000 283.696686      0.24365  50.798262     0.19118307    
55.500000 5.500000 0.500000 216.302200     -0.03447  55.770872     -.33145924    
60.500000 5.500000 0.500000 261.458893      0.12882  60.743481     -.85410155    
65.500000 5.500000 0.500000 235.391098      0.04702  65.716091     -1.3767439    
70.500000 5.500000 0.500000 474.660004      0.81950  70.688700     -1.8993862    
75.500000 5.500000 0.500000 277.003296      0.19870  75.661310     -2.4220285    
80.500000 5.500000 0.500000 428.578888      0.67843  80.633919     -2.9446708    
85.500000 5.500000 0.500000 772.396606      1.65710  85.606529     -3.4673131    
90.500000 5.500000 0.500000 503.337799      0.90117  90.579138     -3.9899554    
95.500000 5.500000 0.500000 177.917801     -0.26307  95.551748     -4.5125977    
0.500000 10.500000 0.500000 66.873299     -0.84609  1.5948098      10.390216    
5.500000 10.500000 0.500000 66.746696     -0.86416  6.5674193      9.8675734    
10.500000 10.500000 0.500000 77.235603     -0.78492  11.540029      9.3449310    
15.500000 10.500000 0.500000 94.454399     -0.69429  16.512638      8.8222887    
20.500000 10.500000 0.500000 51.272202     -0.92975  21.485248      8.2996464    
25.500000 10.500000 0.500000 234.729996      0.04074  26.457857      7.7770041    
30.500000 10.500000 0.500000 528.935608      0.95912  31.430467      7.2543618    
35.500000 10.500000 0.500000 482.937805      0.85509  36.403076      6.7317195    
40.500000 10.500000 0.500000 505.185486      0.92014  41.375686      6.2090772    
45.500000 10.500000 0.500000 65.401100     -0.89180  46.348295      5.6864349    
50.500000 10.500000 0.500000 73.295601     -0.79348  51.320905      5.1637925    
55.500000 10.500000 0.500000 219.704498     -0.00940  56.293514      4.6411502    
60.500000 10.500000 0.500000 225.733307      0.01567  61.266124      4.1185079    
65.500000 10.500000 0.500000 182.372192     -0.23720  66.238733      3.5958656    
70.500000 10.500000 0.500000 390.133301      0.60151  71.211342      3.0732233    
75.500000 10.500000 0.500000 93.995598     -0.70229  76.183952      2.5505810    
80.500000 10.500000 0.500000 445.234497      0.74297  81.156561      2.0279387    
85.500000 10.500000 0.500000 377.331085      0.54974  86.129171      1.5052964    
90.500000 10.500000 0.500000 231.436707      0.02820  91.101780     0.98265405    
95.500000 10.500000 0.500000 104.372200     -0.63183  96.074390     0.46001174    
0.500000 15.500000 0.500000 541.830017      1.00999  2.1174521      15.362825    
5.500000 15.500000 0.500000 172.673294     -0.27606  7.0900616      14.840183    
10.500000 15.500000 0.500000 87.331100     -0.72655  12.062671      14.317541    
15.500000 15.500000 0.500000 186.407806     -0.21150  17.035281      13.794898    
20.500000 15.500000 0.500000 118.986702     -0.54246  22.007890      13.272256    
25.500000 15.500000 0.500000 208.202194     -0.07841  26.980500      12.749614    
30.500000 15.500000 0.500000 676.192322      1.44842  31.953109      12.226971    
35.500000 15.500000 0.500000 554.272217      1.06362  36.925718      11.704329    
40.500000 15.500000 0.500000 558.902222      1.10884  41.898328      11.181687    
45.500000 15.500000 0.500000 272.997803      0.16683  46.870937      10.659044    
50.500000 15.500000 0.500000 81.733299     -0.75959  51.843547      10.136402    
55.500000 15.500000 0.500000 313.634399      0.31534  56.816156      9.6137597    
60.500000 15.500000 0.500000 145.955597     -0.38195  61.788766      9.0911174    
65.500000 15.500000 0.500000 191.756699     -0.17956  66.761375      8.5684751    
70.500000 15.500000 0.500000 113.223297     -0.56437  71.733985      8.0458328    
75.500000 15.500000 0.500000 87.401100     -0.71842  76.706594      7.5231905    
80.500000 15.500000 0.500000 191.653305     -0.19231  81.679204      7.0005482    
85.500000 15.500000 0.500000 343.973389      0.40905  86.651813      6.4779058    
90.500000 15.500000 0.500000 90.415604     -0.71033  91.624423      5.9552635    
95.500000 15.500000 0.500000 341.132202      0.40225  96.597032      5.4326212    
0.500000 20.500000 0.500000 633.525024      1.30322  2.6400944      20.335435    
5.500000 20.500000 0.500000 667.548889      1.39671  7.6127039      19.812792    
10.500000 20.500000 0.500000 482.946686      0.86416  12.585313      19.290150    
15.500000 20.500000 0.500000 770.286682      1.63285  17.557923      18.767508    
20.500000 20.500000 0.500000 294.677795      0.28911  22.530532      18.244865    
25.500000 20.500000 0.500000 305.768890      0.29565  27.503142      17.722223    
30.500000 20.500000 0.500000 479.667786      0.84609  32.475751      17.199581    
35.500000 20.500000 0.500000 605.803284      1.23320  37.448361      16.676938    
40.500000 20.500000 0.500000 218.581100     -0.02193  42.420970      16.154296    
45.500000 20.500000 0.500000 443.858887      0.73474  47.393580      15.631654    
50.500000 20.500000 0.500000 224.752197      0.00940  52.366189      15.109012    
55.500000 20.500000 0.500000 357.417786      0.47821  57.338799      14.586369    
60.500000 20.500000 0.500000 329.866608      0.36850  62.311408      14.063727    
65.500000 20.500000 0.500000 0.000000     -1.93901  67.284018      13.541085    
70.500000 20.500000 0.500000 9.778900     -1.36421  72.256627      13.018442    
75.500000 20.500000 0.500000 252.237793      0.09729  77.229237      12.495800    
