With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.56472058     0.42554748    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.5160609     -.27031801    
10.500000 0.500000 0.500000 204.054993     -0.10989  10.467401     -.96618351    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.418742     -1.6620490    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.370082     -2.3579145    
25.500000 0.500000 0.500000 386.173309      0.59402  25.321422     -3.0537800    
30.500000 0.500000 0.500000 422.756592      0.66274  30.272763     -3.7496455    
35.500000 0.500000 0.500000 541.809998      0.99961  35.224103     -4.4455110    
40.500000 0.500000 0.500000 576.163330      1.15644  40.175443     -5.1413765    
45.500000 0.500000 0.500000 549.518372      1.04181  45.126784     -5.8372420    
50.500000 0.500000 0.500000 200.958298     -0.13514  50.078124     -6.5331075    
55.500000 0.500000 0.500000 375.029907      0.54246  55.029464     -7.2289730    
60.500000 0.500000 0.500000 320.968292      0.34180  59.980805     -7.9248385    
65.500000 0.500000 0.500000 374.281708      0.53522  64.932145     -8.6207040    
70.500000 0.500000 0.500000 270.466705      0.16048  69.883485     -9.3165695    
75.500000 0.500000 0.500000 14.636700     -1.21991  74.834826     -10.012435    
80.500000 0.500000 0.500000 138.963303     -0.41588  79.786166     -10.708301    
85.500000 0.500000 0.500000 330.253296      0.37522  84.737506     -11.404166    
90.500000 0.500000 0.500000 363.000000      0.49940  89.688847     -12.100032    
95.500000 0.500000 0.500000 122.781700     -0.51365  94.640187     -12.795897    
0.500000 5.500000 0.500000 0.000000     -1.89949  1.2605861      5.3768878    
5.500000 5.500000 0.500000 11.474400     -1.27446  6.2119264      4.6810223    
10.500000 5.500000 0.500000 43.175598     -0.94924  11.163267      3.9851568    
15.500000 5.500000 0.500000 107.290001     -0.60904  16.114607      3.2892913    
20.500000 5.500000 0.500000 281.265503      0.21150  21.065947      2.5934258    
25.500000 5.500000 0.500000 313.061096      0.30877  26.017288      1.8975603    
30.500000 5.500000 0.500000 424.531097      0.67056  30.968628      1.2016948    
35.500000 5.500000 0.500000 253.062195      0.10358  35.919968     0.50582933    
40.500000 5.500000 0.500000 407.880005      0.63183  40.871309     -.19003617    
45.500000 5.500000 0.500000 222.167801      0.00313  45.822649     -.88590167    
50.500000 5.500000 0.500000 283.696686      0.24365  50.773990     -1.5817672    
55.500000 5.500000 0.500000 216.302200     -0.03447  55.725330     -2.2776327    
60.500000 5.500000 0.500000 261.458893      0.12882  60.676670     -2.9734982    
65.500000 5.500000 0.500000 235.391098      0.04702  65.628011     -3.6693637    
70.500000 5.500000 0.500000 474.660004      0.81950  70.579351     -4.3652292    
75.500000 5.500000 0.500000 277.003296      0.19870  75.530691     -5.0610947    
80.500000 5.500000 0.500000 428.578888      0.67843  80.482032     -5.7569602    
85.500000 5.500000 0.500000 772.396606      1.65710  85.433372     -6.4528257    
90.500000 5.500000 0.500000 503.337799      0.90117  90.384712     -7.1486912    
95.500000 5.500000 0.500000 177.917801     -0.26307  95.336053     -7.8445567    
0.500000 10.500000 0.500000 66.873299     -0.84609  1.9564516      10.328228    
5.500000 10.500000 0.500000 66.746696     -0.86416  6.9077919      9.6323627    
10.500000 10.500000 0.500000 77.235603     -0.78492  11.859132      8.9364972    
15.500000 10.500000 0.500000 94.454399     -0.69429  16.810473      8.2406317    
20.500000 10.500000 0.500000 51.272202     -0.92975  21.761813      7.5447662    
25.500000 10.500000 0.500000 234.729996      0.04074  26.713153      6.8489007    
30.500000 10.500000 0.500000 528.935608      0.95912  31.664494      6.1530352    
35.500000 10.500000 0.500000 482.937805      0.85509  36.615834      5.4571697    
40.500000 10.500000 0.500000 505.185486      0.92014  41.567174      4.7613042    
45.500000 10.500000 0.500000 65.401100     -0.89180  46.518515      4.0654387    
50.500000 10.500000 0.500000 73.295601     -0.79348  51.469855      3.3695732    
55.500000 10.500000 0.500000 219.704498     -0.00940  56.421195      2.6737077    
60.500000 10.500000 0.500000 225.733307      0.01567  61.372536      1.9778422    
65.500000 10.500000 0.500000 182.372192     -0.23720  66.323876      1.2819767    
70.500000 10.500000 0.500000 390.133301      0.60151  71.275216     0.58611118    
75.500000 10.500000 0.500000 93.995598     -0.70229  76.226557     -.10975432    
80.500000 10.500000 0.500000 445.234497      0.74297  81.177897     -.80561982    
85.500000 10.500000 0.500000 377.331085      0.54974  86.129237     -1.5014853    
90.500000 10.500000 0.500000 231.436707      0.02820  91.080578     -2.1973508    
95.500000 10.500000 0.500000 104.372200     -0.63183  96.031918     -2.8932163    
0.500000 15.500000 0.500000 541.830017      1.00999  2.6523171      15.279569    
5.500000 15.500000 0.500000 172.673294     -0.27606  7.6036574      14.583703    
10.500000 15.500000 0.500000 87.331100     -0.72655  12.554998      13.887838    
15.500000 15.500000 0.500000 186.407806     -0.21150  17.506338      13.191972    
20.500000 15.500000 0.500000 118.986702     -0.54246  22.457678      12.496107    
25.500000 15.500000 0.500000 208.202194     -0.07841  27.409019      11.800241    
30.500000 15.500000 0.500000 676.192322      1.44842  32.360359      11.104376    
35.500000 15.500000 0.500000 554.272217      1.06362  37.311699      10.408510    
40.500000 15.500000 0.500000 558.902222      1.10884  42.263040      9.7126445    
45.500000 15.500000 0.500000 272.997803      0.16683  47.214380      9.0167790    
50.500000 15.500000 0.500000 81.733299     -0.75959  52.165721      8.3209135    
55.500000 15.500000 0.500000 313.634399      0.31534  57.117061      7.6250480    
60.500000 15.500000 0.500000 145.955597     -0.38195  62.068401      6.9291825    
65.500000 15.500000 0.500000 191.756699     -0.17956  67.019742      6.2333170    
70.500000 15.500000 0.500000 113.223297     -0.56437  71.971082      5.5374515    
75.500000 15.500000 0.500000 87.401100     -0.71842  76.922422      4.8415860    
80.500000 15.500000 0.500000 191.653305     -0.19231  81.873763      4.1457205    
85.500000 15.500000 0.500000 343.973389      0.40905  86.825103      3.4498550    
90.500000 15.500000 0.500000 90.415604     -0.71033  91.776443      2.7539895    
95.500000 15.500000 0.500000 341.132202      0.40225  96.727784      2.0581240    
0.500000 20.500000 0.500000 633.525024      1.30322  3.3481826      20.230909    
5.500000 20.500000 0.500000 667.548889      1.39671  8.2995229      19.535043    
10.500000 20.500000 0.500000 482.946686      0.86416  13.250863      18.839178    
15.500000 20.500000 0.500000 770.286682      1.63285  18.202204      18.143312    
20.500000 20.500000 0.500000 294.677795      0.28911  23.153544      17.447447    
25.500000 20.500000 0.500000 305.768890      0.29565  28.104884      16.751581    
30.500000 20.500000 0.500000 479.667786      0.84609  33.056225      16.055716    
35.500000 20.500000 0.500000 605.803284      1.23320  38.007565      15.359850    
40.500000 20.500000 0.500000 218.581100     -0.02193  42.958905      14.663985    
45.500000 20.500000 0.500000 443.858887      0.73474  47.910246      13.968119    
50.500000 20.500000 0.500000 224.752197      0.00940  52.861586      13.272254    
55.500000 20.500000 0.500000 357.417786      0.47821  57.812926      12.576388    
60.500000 20.500000 0.500000 329.866608      0.36850  62.764267      11.880523    
65.500000 20.500000 0.500000 0.000000     -1.93901  67.715607      11.184657    
70.500000 20.500000 0.500000 9.778900     -1.36421  72.666947      10.488792    
75.500000 20.500000 0.500000 252.237793      0.09729  77.618288      9.7929264    
80.500000 20.500000 0.500000 459.354401      0.75959  82.569628      9.0970609    
85.500000 20.500000 0.500000 150.772202     -0.37522  87.520968      8.4011954    
90.500000 20.500000 0.500000 277.854401      0.20509  92.472309      7.7053299    
95.500000 20.500000 0.500000 358.205505      0.48525  97.423649      7.0094644    
0.500000 25.500000 0.500000 943.635010      2.37603  4.0440481      25.182249    
5.500000 25.500000 0.500000 804.471130      1.76538  8.9953884      24.486384    
10.500000 25.500000 0.500000 659.869995      1.36421  13.946729      23.790518    
15.500000 25.500000 0.500000 556.913330      1.08595  18.898069      23.094653    
20.500000 25.500000 0.500000 346.709991      0.43646  23.849409      22.398787    
25.500000 25.500000 0.500000 80.099998     -0.77642  28.800750      21.702922    
30.500000 25.500000 0.500000 499.897797      0.89180  33.752090      21.007056    
35.500000 25.500000 0.500000 720.216675      1.52403  38.703430      20.311191    
40.500000 25.500000 0.500000 350.205505      0.45724  43.654771      19.615325    
45.500000 25.500000 0.500000 530.035522      0.97916  48.606111      18.919460    
50.500000 25.500000 0.500000 468.263306      0.78492  53.557452      18.223594    
55.500000 25.500000 0.500000 440.191101      0.71033  58.508792      17.527729    
60.500000 25.500000 0.500000 281.331085      0.21791  63.460132      16.831863    
65.500000 25.500000 0.500000 104.641098     -0.62419  68.411473      16.135998    
70.500000 25.500000 0.500000 14.106700     -1.23320  73.362813      15.440132    
75.500000 25.500000 0.500000 144.353302     -0.38870  78.314153      14.744267    
80.500000 25.500000 0.500000 197.258896     -0.16048  83.265494      14.048401    
85.500000 25.500000 0.500000 136.416702     -0.42958  88.216834      13.352536    
90.500000 25.500000 0.500000 152.614395     -0.36180  93.168174      12.656670    
95.500000 25.500000 0.500000 152.516693     -0.36850  98.119515      11.960805    
0.500000 30.500000 0.500000 320.226715      0.33517  4.7399136      30.133590    
5.500000 30.500000 0.500000 781.194519      1.70874  9.6912539      29.437724    
10.500000 30.500000 0.500000 594.945618      1.20682  14.642594      28.741859    
15.500000 30.500000 0.500000 546.493408      1.03109  19.593935      28.045993    
20.500000 30.500000 0.500000 647.992188      1.33310  24.545275      27.350128    
25.500000 30.500000 0.500000 0.000000     -2.49771  29.496615      26.654262    
30.500000 30.500000 0.500000 570.921082      1.14430  34.447956      25.958397    
35.500000 30.500000 0.500000 943.423279      2.28182  39.399296      25.262531    
40.500000 30.500000 0.500000 569.085571      1.12050  44.350636      24.566666    
45.500000 30.500000 0.500000 108.952202     -0.58656  49.301977      23.870800    
50.500000 30.500000 0.500000 377.399994      0.55704  54.253317      23.174935    
55.500000 30.500000 0.500000 184.411102     -0.21791  59.204657      22.479069    
60.500000 30.500000 0.500000 626.222290      1.26047  64.155998      21.783204    
65.500000 30.500000 0.500000 528.228882      0.94924  69.107338      21.087338    
70.500000 30.500000 0.500000 696.080017      1.50432  74.058678      20.391473    
75.500000 30.500000 0.500000 438.438812      0.70229  79.010019      19.695607    
80.500000 30.500000 0.500000 825.535522      1.89949  83.961359      18.999742    
85.500000 30.500000 0.500000 195.571106     -0.17319  88.912699      18.303876    
90.500000 30.500000 0.500000 0.000000     -2.02859  93.864040      17.608011    
95.500000 30.500000 0.500000 0.000000     -2.08028  98.815380      16.912145    
0.500000 35.500000 0.500000 662.445007      1.38028  5.4357791      35.084930    
5.500000 35.500000 0.500000 338.700012      0.38870  10.387119      34.389064    
10.500000 35.500000 0.500000 496.092194      0.88251  15.338460      33.693199    
15.500000 35.500000 0.500000 445.892212      0.75125  20.289800      32.997333    
20.500000 35.500000 0.500000 490.066711      0.87330  25.241140      32.301468    
25.500000 35.500000 0.500000 469.837708      0.79348  30.192481      31.605602    
30.500000 35.500000 0.500000 820.145630      1.86273  35.143821      30.909737    
35.500000 35.500000 0.500000 721.133423      1.54436  40.095161      30.213871    
40.500000 35.500000 0.500000 419.187805      0.65495  45.046502      29.518006    
45.500000 35.500000 0.500000 96.012199     -0.67843  49.997842      28.822140    
50.500000 35.500000 0.500000 135.607803     -0.43646  54.949183      28.126275    
55.500000 35.500000 0.500000 157.479996     -0.34845  59.900523      27.430409    
60.500000 35.500000 0.500000 282.026703      0.23076  64.851863      26.734544    
65.500000 35.500000 0.500000 628.464417      1.27446  69.803204      26.038678    
70.500000 35.500000 0.500000 380.188812      0.56437  74.754544      25.342813    
75.500000 35.500000 0.500000 504.958893      0.91061  79.705884      24.646947    
80.500000 35.500000 0.500000 745.307678      1.58706  84.657225      23.951082    
85.500000 35.500000 0.500000 674.889893      1.41353  89.608565      23.255216    
90.500000 35.500000 0.500000 191.685593     -0.18593  94.559905      22.559351    
95.500000 35.500000 0.500000 24.378901     -1.10884  99.511246      21.863485    
0.500000 40.500000 0.500000 283.859985      0.25011  6.1316446      40.036270    
5.500000 40.500000 0.500000 267.544403      0.14780  11.082985      39.340405    
10.500000 40.500000 0.500000 124.724503     -0.49231  16.034325      38.644539    
15.500000 40.500000 0.500000 126.336700     -0.48525  20.985666      37.948674    
20.500000 40.500000 0.500000 204.091095     -0.10358  25.937006      37.252808    
25.500000 40.500000 0.500000 293.524506      0.26307  30.888346      36.556943    
30.500000 40.500000 0.500000 557.384521      1.09732  35.839687      35.861077    
35.500000 40.500000 0.500000 819.033386      1.82833  40.791027      35.165212    
40.500000 40.500000 0.500000 876.262207      2.02859  45.742367      34.469346    
45.500000 40.500000 0.500000 159.712204     -0.33517  50.693708      33.773481    
50.500000 40.500000 0.500000 155.172195     -0.35512  55.645048      33.077615    
55.500000 40.500000 0.500000 348.921112      0.44337  60.596388      32.381750    
60.500000 40.500000 0.500000 397.273285      0.61660  65.547729      31.685884    
65.500000 40.500000 0.500000 263.113312      0.14147  70.499069      30.990019    
70.500000 40.500000 0.500000 80.419998     -0.76798  75.450409      30.294153    
75.500000 40.500000 0.500000 0.000000     -1.73636  80.401750      29.598288    
80.500000 40.500000 0.500000 30.223301     -1.04181  85.353090      28.902422    
85.500000 40.500000 0.500000 183.453293     -0.22433  90.304430      28.206557    
90.500000 40.500000 0.500000 217.036697     -0.02820  95.255771      27.510691    
95.500000 40.500000 0.500000 9.561100     -1.39671  100.20711      26.814826    
0.500000 45.500000 0.500000 259.290009      0.12250  6.8275101      44.987611    
5.500000 45.500000 0.500000 134.901093     -0.44337  11.778850      44.291745    
10.500000 45.500000 0.500000 134.422195     -0.45029  16.730191      43.595880    
15.500000 45.500000 0.500000 233.891098      0.03447  21.681531      42.900014    
20.500000 45.500000 0.500000 369.962189      0.51365  26.632871      42.204149    
25.500000 45.500000 0.500000 632.985596      1.28871  31.584212      41.508283    
