With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.49119764     0.50865005    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.4904361     0.59591208    
10.500000 0.500000 0.500000 204.054993     -0.10989  10.489675     0.68317411    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.488913     0.77043615    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.488152     0.85769818    
25.500000 0.500000 0.500000 386.173309      0.59402  25.487390     0.94496021    
30.500000 0.500000 0.500000 422.756592      0.66274  30.486628      1.0322222    
35.500000 0.500000 0.500000 541.809998      0.99961  35.485867      1.1194843    
40.500000 0.500000 0.500000 576.163330      1.15644  40.485105      1.2067463    
45.500000 0.500000 0.500000 549.518372      1.04181  45.484344      1.2940083    
50.500000 0.500000 0.500000 200.958298     -0.13514  50.483582      1.3812704    
55.500000 0.500000 0.500000 375.029907      0.54246  55.482821      1.4685324    
60.500000 0.500000 0.500000 320.968292      0.34180  60.482059      1.5557944    
65.500000 0.500000 0.500000 374.281708      0.53522  65.481298      1.6430565    
70.500000 0.500000 0.500000 270.466705      0.16048  70.480536      1.7303185    
75.500000 0.500000 0.500000 14.636700     -1.21991  75.479775      1.8175805    
80.500000 0.500000 0.500000 138.963303     -0.41588  80.479013      1.9048426    
85.500000 0.500000 0.500000 330.253296      0.37522  85.478252      1.9921046    
90.500000 0.500000 0.500000 363.000000      0.49940  90.477490      2.0793666    
95.500000 0.500000 0.500000 122.781700     -0.51365  95.476729      2.1666286    
0.500000 5.500000 0.500000 0.000000     -1.89949 0.40393561      5.5078885    
5.500000 5.500000 0.500000 11.474400     -1.27446  5.4031741      5.5951506    
10.500000 5.500000 0.500000 43.175598     -0.94924  10.402413      5.6824126    
15.500000 5.500000 0.500000 107.290001     -0.60904  15.401651      5.7696746    
20.500000 5.500000 0.500000 281.265503      0.21150  20.400890      5.8569367    
25.500000 5.500000 0.500000 313.061096      0.30877  25.400128      5.9441987    
30.500000 5.500000 0.500000 424.531097      0.67056  30.399366      6.0314607    
35.500000 5.500000 0.500000 253.062195      0.10358  35.398605      6.1187227    
40.500000 5.500000 0.500000 407.880005      0.63183  40.397843      6.2059848    
45.500000 5.500000 0.500000 222.167801      0.00313  45.397082      6.2932468    
50.500000 5.500000 0.500000 283.696686      0.24365  50.396320      6.3805088    
55.500000 5.500000 0.500000 216.302200     -0.03447  55.395559      6.4677709    
60.500000 5.500000 0.500000 261.458893      0.12882  60.394797      6.5550329    
65.500000 5.500000 0.500000 235.391098      0.04702  65.394036      6.6422949    
70.500000 5.500000 0.500000 474.660004      0.81950  70.393274      6.7295570    
75.500000 5.500000 0.500000 277.003296      0.19870  75.392513      6.8168190    
80.500000 5.500000 0.500000 428.578888      0.67843  80.391751      6.9040810    
85.500000 5.500000 0.500000 772.396606      1.65710  85.390990      6.9913431    
90.500000 5.500000 0.500000 503.337799      0.90117  90.390228      7.0786051    
95.500000 5.500000 0.500000 177.917801     -0.26307  95.389467      7.1658671    
0.500000 10.500000 0.500000 66.873299     -0.84609 0.31667358      10.507127    
5.500000 10.500000 0.500000 66.746696     -0.86416  5.3159121      10.594389    
10.500000 10.500000 0.500000 77.235603     -0.78492  10.315151      10.681651    
15.500000 10.500000 0.500000 94.454399     -0.69429  15.314389      10.768913    
20.500000 10.500000 0.500000 51.272202     -0.92975  20.313627      10.856175    
25.500000 10.500000 0.500000 234.729996      0.04074  25.312866      10.943437    
30.500000 10.500000 0.500000 528.935608      0.95912  30.312104      11.030699    
35.500000 10.500000 0.500000 482.937805      0.85509  35.311343      11.117961    
40.500000 10.500000 0.500000 505.185486      0.92014  40.310581      11.205223    
45.500000 10.500000 0.500000 65.401100     -0.89180  45.309820      11.292485    
50.500000 10.500000 0.500000 73.295601     -0.79348  50.309058      11.379747    
55.500000 10.500000 0.500000 219.704498     -0.00940  55.308297      11.467009    
60.500000 10.500000 0.500000 225.733307      0.01567  60.307535      11.554271    
65.500000 10.500000 0.500000 182.372192     -0.23720  65.306774      11.641533    
70.500000 10.500000 0.500000 390.133301      0.60151  70.306012      11.728795    
75.500000 10.500000 0.500000 93.995598     -0.70229  75.305251      11.816057    
80.500000 10.500000 0.500000 445.234497      0.74297  80.304489      11.903320    
85.500000 10.500000 0.500000 377.331085      0.54974  85.303728      11.990582    
90.500000 10.500000 0.500000 231.436707      0.02820  90.302966      12.077844    
95.500000 10.500000 0.500000 104.372200     -0.63183  95.302205      12.165106    
0.500000 15.500000 0.500000 541.830017      1.00999 0.22941155      15.506365    
5.500000 15.500000 0.500000 172.673294     -0.27606  5.2286500      15.593628    
10.500000 15.500000 0.500000 87.331100     -0.72655  10.227889      15.680890    
15.500000 15.500000 0.500000 186.407806     -0.21150  15.227127      15.768152    
20.500000 15.500000 0.500000 118.986702     -0.54246  20.226365      15.855414    
25.500000 15.500000 0.500000 208.202194     -0.07841  25.225604      15.942676    
30.500000 15.500000 0.500000 676.192322      1.44842  30.224842      16.029938    
35.500000 15.500000 0.500000 554.272217      1.06362  35.224081      16.117200    
40.500000 15.500000 0.500000 558.902222      1.10884  40.223319      16.204462    
45.500000 15.500000 0.500000 272.997803      0.16683  45.222558      16.291724    
50.500000 15.500000 0.500000 81.733299     -0.75959  50.221796      16.378986    
55.500000 15.500000 0.500000 313.634399      0.31534  55.221035      16.466248    
60.500000 15.500000 0.500000 145.955597     -0.38195  60.220273      16.553510    
65.500000 15.500000 0.500000 191.756699     -0.17956  65.219512      16.640772    
70.500000 15.500000 0.500000 113.223297     -0.56437  70.218750      16.728034    
75.500000 15.500000 0.500000 87.401100     -0.71842  75.217989      16.815296    
80.500000 15.500000 0.500000 191.653305     -0.19231  80.217227      16.902558    
85.500000 15.500000 0.500000 343.973389      0.40905  85.216466      16.989820    
90.500000 15.500000 0.500000 90.415604     -0.71033  90.215704      17.077082    
95.500000 15.500000 0.500000 341.132202      0.40225  95.214943      17.164344    
0.500000 20.500000 0.500000 633.525024      1.30322 0.14214952      20.505604    
5.500000 20.500000 0.500000 667.548889      1.39671  5.1413880      20.592866    
10.500000 20.500000 0.500000 482.946686      0.86416  10.140626      20.680128    
15.500000 20.500000 0.500000 770.286682      1.63285  15.139865      20.767390    
20.500000 20.500000 0.500000 294.677795      0.28911  20.139103      20.854652    
25.500000 20.500000 0.500000 305.768890      0.29565  25.138342      20.941914    
30.500000 20.500000 0.500000 479.667786      0.84609  30.137580      21.029176    
35.500000 20.500000 0.500000 605.803284      1.23320  35.136819      21.116438    
40.500000 20.500000 0.500000 218.581100     -0.02193  40.136057      21.203700    
45.500000 20.500000 0.500000 443.858887      0.73474  45.135296      21.290962    
50.500000 20.500000 0.500000 224.752197      0.00940  50.134534      21.378224    
55.500000 20.500000 0.500000 357.417786      0.47821  55.133773      21.465486    
60.500000 20.500000 0.500000 329.866608      0.36850  60.133011      21.552748    
65.500000 20.500000 0.500000 0.000000     -1.93901  65.132250      21.640010    
70.500000 20.500000 0.500000 9.778900     -1.36421  70.131488      21.727272    
75.500000 20.500000 0.500000 252.237793      0.09729  75.130727      21.814534    
80.500000 20.500000 0.500000 459.354401      0.75959  80.129965      21.901796    
85.500000 20.500000 0.500000 150.772202     -0.37522  85.129204      21.989058    
90.500000 20.500000 0.500000 277.854401      0.20509  90.128442      22.076321    
95.500000 20.500000 0.500000 358.205505      0.48525  95.127681      22.163583    
0.500000 25.500000 0.500000 943.635010      2.37603 0.54887487E-01  25.504842    
5.500000 25.500000 0.500000 804.471130      1.76538  5.0541260      25.592104    
10.500000 25.500000 0.500000 659.869995      1.36421  10.053364      25.679366    
15.500000 25.500000 0.500000 556.913330      1.08595  15.052603      25.766629    
20.500000 25.500000 0.500000 346.709991      0.43646  20.051841      25.853891    
25.500000 25.500000 0.500000 80.099998     -0.77642  25.051080      25.941153    
30.500000 25.500000 0.500000 499.897797      0.89180  30.050318      26.028415    
35.500000 25.500000 0.500000 720.216675      1.52403  35.049557      26.115677    
40.500000 25.500000 0.500000 350.205505      0.45724  40.048795      26.202939    
45.500000 25.500000 0.500000 530.035522      0.97916  45.048034      26.290201    
50.500000 25.500000 0.500000 468.263306      0.78492  50.047272      26.377463    
55.500000 25.500000 0.500000 440.191101      0.71033  55.046511      26.464725    
60.500000 25.500000 0.500000 281.331085      0.21791  60.045749      26.551987    
65.500000 25.500000 0.500000 104.641098     -0.62419  65.044988      26.639249    
70.500000 25.500000 0.500000 14.106700     -1.23320  70.044226      26.726511    
75.500000 25.500000 0.500000 144.353302     -0.38870  75.043465      26.813773    
80.500000 25.500000 0.500000 197.258896     -0.16048  80.042703      26.901035    
85.500000 25.500000 0.500000 136.416702     -0.42958  85.041942      26.988297    
90.500000 25.500000 0.500000 152.614395     -0.36180  90.041180      27.075559    
95.500000 25.500000 0.500000 152.516693     -0.36850  95.040419      27.162821    
0.500000 30.500000 0.500000 320.226715      0.33517 -.32374545E-01  30.504081    
5.500000 30.500000 0.500000 781.194519      1.70874  4.9668639      30.591343    
10.500000 30.500000 0.500000 594.945618      1.20682  9.9661024      30.678605    
15.500000 30.500000 0.500000 546.493408      1.03109  14.965341      30.765867    
20.500000 30.500000 0.500000 647.992188      1.33310  19.964579      30.853129    
25.500000 30.500000 0.500000 0.000000     -2.49771  24.963818      30.940391    
30.500000 30.500000 0.500000 570.921082      1.14430  29.963056      31.027653    
35.500000 30.500000 0.500000 943.423279      2.28182  34.962295      31.114915    
40.500000 30.500000 0.500000 569.085571      1.12050  39.961533      31.202177    
45.500000 30.500000 0.500000 108.952202     -0.58656  44.960772      31.289439    
50.500000 30.500000 0.500000 377.399994      0.55704  49.960010      31.376701    
55.500000 30.500000 0.500000 184.411102     -0.21791  54.959249      31.463963    
60.500000 30.500000 0.500000 626.222290      1.26047  59.958487      31.551225    
65.500000 30.500000 0.500000 528.228882      0.94924  64.957726      31.638487    
70.500000 30.500000 0.500000 696.080017      1.50432  69.956964      31.725749    
75.500000 30.500000 0.500000 438.438812      0.70229  74.956203      31.813011    
80.500000 30.500000 0.500000 825.535522      1.89949  79.955441      31.900273    
85.500000 30.500000 0.500000 195.571106     -0.17319  84.954680      31.987535    
90.500000 30.500000 0.500000 0.000000     -2.02859  89.953918      32.074797    
95.500000 30.500000 0.500000 0.000000     -2.08028  94.953156      32.162060    
0.500000 35.500000 0.500000 662.445007      1.38028 -.11963658      35.503319    
5.500000 35.500000 0.500000 338.700012      0.38870  4.8796019      35.590581    
10.500000 35.500000 0.500000 496.092194      0.88251  9.8788404      35.677843    
15.500000 35.500000 0.500000 445.892212      0.75125  14.878079      35.765105    
20.500000 35.500000 0.500000 490.066711      0.87330  19.877317      35.852368    
25.500000 35.500000 0.500000 469.837708      0.79348  24.876556      35.939630    
30.500000 35.500000 0.500000 820.145630      1.86273  29.875794      36.026892    
35.500000 35.500000 0.500000 721.133423      1.54436  34.875033      36.114154    
40.500000 35.500000 0.500000 419.187805      0.65495  39.874271      36.201416    
45.500000 35.500000 0.500000 96.012199     -0.67843  44.873510      36.288678    
50.500000 35.500000 0.500000 135.607803     -0.43646  49.872748      36.375940    
55.500000 35.500000 0.500000 157.479996     -0.34845  54.871987      36.463202    
60.500000 35.500000 0.500000 282.026703      0.23076  59.871225      36.550464    
65.500000 35.500000 0.500000 628.464417      1.27446  64.870464      36.637726    
70.500000 35.500000 0.500000 380.188812      0.56437  69.869702      36.724988    
75.500000 35.500000 0.500000 504.958893      0.91061  74.868941      36.812250    
80.500000 35.500000 0.500000 745.307678      1.58706  79.868179      36.899512    
85.500000 35.500000 0.500000 674.889893      1.41353  84.867418      36.986774    
90.500000 35.500000 0.500000 191.685593     -0.18593  89.866656      37.074036    
95.500000 35.500000 0.500000 24.378901     -1.10884  94.865894      37.161298    
0.500000 40.500000 0.500000 283.859985      0.25011 -.20689861      40.502558    
5.500000 40.500000 0.500000 267.544403      0.14780  4.7923399      40.589820    
10.500000 40.500000 0.500000 124.724503     -0.49231  9.7915783      40.677082    
15.500000 40.500000 0.500000 126.336700     -0.48525  14.790817      40.764344    
20.500000 40.500000 0.500000 204.091095     -0.10358  19.790055      40.851606    
25.500000 40.500000 0.500000 293.524506      0.26307  24.789294      40.938868    
30.500000 40.500000 0.500000 557.384521      1.09732  29.788532      41.026130    
35.500000 40.500000 0.500000 819.033386      1.82833  34.787771      41.113392    
40.500000 40.500000 0.500000 876.262207      2.02859  39.787009      41.200654    
45.500000 40.500000 0.500000 159.712204     -0.33517  44.786248      41.287916    
50.500000 40.500000 0.500000 155.172195     -0.35512  49.785486      41.375178    
55.500000 40.500000 0.500000 348.921112      0.44337  54.784725      41.462440    
60.500000 40.500000 0.500000 397.273285      0.61660  59.783963      41.549702    
65.500000 40.500000 0.500000 263.113312      0.14147  64.783202      41.636964    
70.500000 40.500000 0.500000 80.419998     -0.76798  69.782440      41.724226    
75.500000 40.500000 0.500000 0.000000     -1.73636  74.781679      41.811488    
80.500000 40.500000 0.500000 30.223301     -1.04181  79.780917      41.898750    
85.500000 40.500000 0.500000 183.453293     -0.22433  84.780155      41.986012    
90.500000 40.500000 0.500000 217.036697     -0.02820  89.779394      42.073274    
95.500000 40.500000 0.500000 9.561100     -1.39671  94.778632      42.160536    
0.500000 45.500000 0.500000 259.290009      0.12250 -.29416064      45.501796    
5.500000 45.500000 0.500000 134.901093     -0.44337  4.7050778      45.589058    
10.500000 45.500000 0.500000 134.422195     -0.45029  9.7043163      45.676320    
15.500000 45.500000 0.500000 233.891098      0.03447  14.703555      45.763582    
20.500000 45.500000 0.500000 369.962189      0.51365  19.702793      45.850844    
25.500000 45.500000 0.500000 632.985596      1.28871  24.702032      45.938106    
30.500000 45.500000 0.500000 684.366577      1.46654  29.701270      46.025369    
35.500000 45.500000 0.500000 675.041077      1.43076  34.700509      46.112631    
40.500000 45.500000 0.500000 508.486694      0.92975  39.699747      46.199893    
45.500000 45.500000 0.500000 119.627800     -0.53522  44.698986      46.287155    
50.500000 45.500000 0.500000 323.596710      0.34845  49.698224      46.374417    
55.500000 45.500000 0.500000 274.037811      0.17319  54.697463      46.461679    
60.500000 45.500000 0.500000 352.788910      0.46421  59.696701      46.548941    
65.500000 45.500000 0.500000 328.128906      0.36180  64.695940      46.636203    
70.500000 45.500000 0.500000 142.736694     -0.39546  69.695178      46.723465    
75.500000 45.500000 0.500000 182.516693     -0.23076  74.694416      46.810727    
80.500000 45.500000 0.500000 202.179993     -0.12250  79.693655      46.897989    
85.500000 45.500000 0.500000 212.113297     -0.05329  84.692893      46.985251    
90.500000 45.500000 0.500000 107.779999     -0.59402  89.692132      47.072513    
95.500000 45.500000 0.500000 4.686700     -1.48517  94.691370      47.159775    
0.500000 50.500000 0.500000 199.323303     -0.14780 -.38142267      50.501035    
5.500000 50.500000 0.500000 163.362198     -0.30877  4.6178158      50.588297    
10.500000 50.500000 0.500000 345.711090      0.42958  9.6170543      50.675559    
15.500000 50.500000 0.500000 385.123413      0.58656  14.616293      50.762821    
20.500000 50.500000 0.500000 911.576721      2.20435  19.615531      50.850083    
25.500000 50.500000 0.500000 1020.445618      2.49771  24.614770      50.937345    
30.500000 50.500000 0.500000 513.162170      0.93945  29.614008      51.024607    
35.500000 50.500000 0.500000 370.543304      0.52081  34.613247      51.111869    
40.500000 50.500000 0.500000 127.517799     -0.47821  39.612485      51.199131    
45.500000 50.500000 0.500000 56.545601     -0.91061  44.611724      51.286393    
50.500000 50.500000 0.500000 171.891098     -0.28911  49.610962      51.373655    
55.500000 50.500000 0.500000 311.005615      0.30220  54.610201      51.460917    
60.500000 50.500000 0.500000 203.493301     -0.11619  59.609439      51.548179    
65.500000 50.500000 0.500000 3.492200     -1.50432  64.608678      51.635441    
70.500000 50.500000 0.500000 409.715607      0.63950  69.607916      51.722703    
75.500000 50.500000 0.500000 410.417786      0.64720  74.607154      51.809965    
80.500000 50.500000 0.500000 615.811096      1.24672  79.606393      51.897227    
85.500000 50.500000 0.500000 381.309998      0.57174  84.605631      51.984489    
90.500000 50.500000 0.500000 29.941099     -1.06362  89.604870      52.071751    
95.500000 50.500000 0.500000 18.742201     -1.13232  94.604108      52.159013    
0.500000 55.500000 0.500000 431.478302      0.68634 -.46868470      55.500273    
5.500000 55.500000 0.500000 199.285599     -0.15414  4.5305538      55.587535    
10.500000 55.500000 0.500000 313.907806      0.32194  9.5297922      55.674797    
15.500000 55.500000 0.500000 848.711121      1.93901  14.529031      55.762059    
20.500000 55.500000 0.500000 1021.297913      2.67379  19.528269      55.849321    
25.500000 55.500000 0.500000 808.152222      1.79597  24.527508      55.936583    
30.500000 55.500000 0.500000 695.593323      1.48517  29.526746      56.023845    
35.500000 55.500000 0.500000 172.298904     -0.28258  34.525985      56.111108    
40.500000 55.500000 0.500000 39.516701     -0.99961  39.525223      56.198370    
45.500000 55.500000 0.500000 20.670000     -1.12050  44.524462      56.285632    
50.500000 55.500000 0.500000 16.385599     -1.18126  49.523700      56.372894    
55.500000 55.500000 0.500000 70.065598     -0.82830  54.522939      56.460156    
60.500000 55.500000 0.500000 293.609985      0.26956  59.522177      56.547418    
65.500000 55.500000 0.500000 180.929993     -0.24365  64.521415      56.634680    
70.500000 55.500000 0.500000 256.683289      0.10989  69.520654      56.721942    
75.500000 55.500000 0.500000 276.936615      0.19231  74.519892      56.809204    
80.500000 55.500000 0.500000 165.742203     -0.30220  79.519131      56.896466    
85.500000 55.500000 0.500000 120.544403     -0.52800  84.518369      56.983728    
90.500000 55.500000 0.500000 0.000000     -3.02334  89.517608      57.070990    
95.500000 55.500000 0.500000 251.179993      0.09099  94.516846      57.158252    
0.500000 60.500000 0.500000 364.876709      0.50651 -.55594673      60.499512    
5.500000 60.500000 0.500000 130.824493     -0.46421  4.4432917      60.586774    
10.500000 60.500000 0.500000 220.403305     -0.00313  9.4425302      60.674036    
15.500000 60.500000 0.500000 904.667725      2.08028  14.441769      60.761298    
20.500000 60.500000 0.500000 780.570007      1.68236  19.441007      60.848560    
25.500000 60.500000 0.500000 732.206726      1.56535  24.440246      60.935822    
30.500000 60.500000 0.500000 206.515594     -0.09099  29.439484      61.023084    
35.500000 60.500000 0.500000 9.820000     -1.34849  34.438723      61.110346    
40.500000 60.500000 0.500000 9.652200     -1.38028  39.437961      61.197608    
45.500000 60.500000 0.500000 0.623300     -1.63285  44.437200      61.284870    
