With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.42554748     0.56472058    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.3768878      1.2605861    
10.500000 0.500000 0.500000 204.054993     -0.10989  10.328228      1.9564516    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.279569      2.6523171    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.230909      3.3481826    
25.500000 0.500000 0.500000 386.173309      0.59402  25.182249      4.0440481    
30.500000 0.500000 0.500000 422.756592      0.66274  30.133590      4.7399136    
35.500000 0.500000 0.500000 541.809998      0.99961  35.084930      5.4357791    
40.500000 0.500000 0.500000 576.163330      1.15644  40.036270      6.1316446    
45.500000 0.500000 0.500000 549.518372      1.04181  44.987611      6.8275101    
50.500000 0.500000 0.500000 200.958298     -0.13514  49.938951      7.5233756    
55.500000 0.500000 0.500000 375.029907      0.54246  54.890291      8.2192411    
60.500000 0.500000 0.500000 320.968292      0.34180  59.841632      8.9151066    
65.500000 0.500000 0.500000 374.281708      0.53522  64.792972      9.6109721    
70.500000 0.500000 0.500000 270.466705      0.16048  69.744312      10.306838    
75.500000 0.500000 0.500000 14.636700     -1.21991  74.695653      11.002703    
80.500000 0.500000 0.500000 138.963303     -0.41588  79.646993      11.698569    
85.500000 0.500000 0.500000 330.253296      0.37522  84.598333      12.394434    
90.500000 0.500000 0.500000 363.000000      0.49940  89.549674      13.090300    
95.500000 0.500000 0.500000 122.781700     -0.51365  94.501014      13.786165    
0.500000 5.500000 0.500000 0.000000     -1.89949 -.27031801      5.5160609    
5.500000 5.500000 0.500000 11.474400     -1.27446  4.6810223      6.2119264    
10.500000 5.500000 0.500000 43.175598     -0.94924  9.6323627      6.9077919    
15.500000 5.500000 0.500000 107.290001     -0.60904  14.583703      7.6036574    
20.500000 5.500000 0.500000 281.265503      0.21150  19.535043      8.2995229    
25.500000 5.500000 0.500000 313.061096      0.30877  24.486384      8.9953884    
30.500000 5.500000 0.500000 424.531097      0.67056  29.437724      9.6912539    
35.500000 5.500000 0.500000 253.062195      0.10358  34.389064      10.387119    
40.500000 5.500000 0.500000 407.880005      0.63183  39.340405      11.082985    
45.500000 5.500000 0.500000 222.167801      0.00313  44.291745      11.778850    
50.500000 5.500000 0.500000 283.696686      0.24365  49.243085      12.474716    
55.500000 5.500000 0.500000 216.302200     -0.03447  54.194426      13.170581    
60.500000 5.500000 0.500000 261.458893      0.12882  59.145766      13.866447    
65.500000 5.500000 0.500000 235.391098      0.04702  64.097106      14.562312    
70.500000 5.500000 0.500000 474.660004      0.81950  69.048447      15.258178    
75.500000 5.500000 0.500000 277.003296      0.19870  73.999787      15.954043    
80.500000 5.500000 0.500000 428.578888      0.67843  78.951127      16.649909    
85.500000 5.500000 0.500000 772.396606      1.65710  83.902468      17.345774    
90.500000 5.500000 0.500000 503.337799      0.90117  88.853808      18.041640    
95.500000 5.500000 0.500000 177.917801     -0.26307  93.805149      18.737505    
0.500000 10.500000 0.500000 66.873299     -0.84609 -.96618351      10.467401    
5.500000 10.500000 0.500000 66.746696     -0.86416  3.9851568      11.163267    
10.500000 10.500000 0.500000 77.235603     -0.78492  8.9364972      11.859132    
15.500000 10.500000 0.500000 94.454399     -0.69429  13.887838      12.554998    
20.500000 10.500000 0.500000 51.272202     -0.92975  18.839178      13.250863    
25.500000 10.500000 0.500000 234.729996      0.04074  23.790518      13.946729    
30.500000 10.500000 0.500000 528.935608      0.95912  28.741859      14.642594    
35.500000 10.500000 0.500000 482.937805      0.85509  33.693199      15.338460    
40.500000 10.500000 0.500000 505.185486      0.92014  38.644539      16.034325    
45.500000 10.500000 0.500000 65.401100     -0.89180  43.595880      16.730191    
50.500000 10.500000 0.500000 73.295601     -0.79348  48.547220      17.426056    
55.500000 10.500000 0.500000 219.704498     -0.00940  53.498560      18.121922    
60.500000 10.500000 0.500000 225.733307      0.01567  58.449901      18.817787    
65.500000 10.500000 0.500000 182.372192     -0.23720  63.401241      19.513653    
70.500000 10.500000 0.500000 390.133301      0.60151  68.352581      20.209518    
75.500000 10.500000 0.500000 93.995598     -0.70229  73.303922      20.905384    
80.500000 10.500000 0.500000 445.234497      0.74297  78.255262      21.601249    
85.500000 10.500000 0.500000 377.331085      0.54974  83.206602      22.297115    
90.500000 10.500000 0.500000 231.436707      0.02820  88.157943      22.992980    
95.500000 10.500000 0.500000 104.372200     -0.63183  93.109283      23.688846    
0.500000 15.500000 0.500000 541.830017      1.00999 -1.6620490      15.418742    
5.500000 15.500000 0.500000 172.673294     -0.27606  3.2892913      16.114607    
10.500000 15.500000 0.500000 87.331100     -0.72655  8.2406317      16.810473    
15.500000 15.500000 0.500000 186.407806     -0.21150  13.191972      17.506338    
20.500000 15.500000 0.500000 118.986702     -0.54246  18.143312      18.202204    
25.500000 15.500000 0.500000 208.202194     -0.07841  23.094653      18.898069    
30.500000 15.500000 0.500000 676.192322      1.44842  28.045993      19.593935    
35.500000 15.500000 0.500000 554.272217      1.06362  32.997333      20.289800    
40.500000 15.500000 0.500000 558.902222      1.10884  37.948674      20.985666    
45.500000 15.500000 0.500000 272.997803      0.16683  42.900014      21.681531    
50.500000 15.500000 0.500000 81.733299     -0.75959  47.851354      22.377397    
55.500000 15.500000 0.500000 313.634399      0.31534  52.802695      23.073262    
60.500000 15.500000 0.500000 145.955597     -0.38195  57.754035      23.769128    
65.500000 15.500000 0.500000 191.756699     -0.17956  62.705375      24.464993    
70.500000 15.500000 0.500000 113.223297     -0.56437  67.656716      25.160859    
75.500000 15.500000 0.500000 87.401100     -0.71842  72.608056      25.856724    
80.500000 15.500000 0.500000 191.653305     -0.19231  77.559396      26.552590    
85.500000 15.500000 0.500000 343.973389      0.40905  82.510737      27.248455    
90.500000 15.500000 0.500000 90.415604     -0.71033  87.462077      27.944321    
95.500000 15.500000 0.500000 341.132202      0.40225  92.413418      28.640186    
0.500000 20.500000 0.500000 633.525024      1.30322 -2.3579145      20.370082    
5.500000 20.500000 0.500000 667.548889      1.39671  2.5934258      21.065947    
10.500000 20.500000 0.500000 482.946686      0.86416  7.5447662      21.761813    
15.500000 20.500000 0.500000 770.286682      1.63285  12.496107      22.457678    
20.500000 20.500000 0.500000 294.677795      0.28911  17.447447      23.153544    
25.500000 20.500000 0.500000 305.768890      0.29565  22.398787      23.849409    
30.500000 20.500000 0.500000 479.667786      0.84609  27.350128      24.545275    
35.500000 20.500000 0.500000 605.803284      1.23320  32.301468      25.241140    
40.500000 20.500000 0.500000 218.581100     -0.02193  37.252808      25.937006    
45.500000 20.500000 0.500000 443.858887      0.73474  42.204149      26.632871    
50.500000 20.500000 0.500000 224.752197      0.00940  47.155489      27.328737    
55.500000 20.500000 0.500000 357.417786      0.47821  52.106829      28.024602    
60.500000 20.500000 0.500000 329.866608      0.36850  57.058170      28.720468    
65.500000 20.500000 0.500000 0.000000     -1.93901  62.009510      29.416333    
70.500000 20.500000 0.500000 9.778900     -1.36421  66.960850      30.112199    
75.500000 20.500000 0.500000 252.237793      0.09729  71.912191      30.808064    
80.500000 20.500000 0.500000 459.354401      0.75959  76.863531      31.503930    
85.500000 20.500000 0.500000 150.772202     -0.37522  81.814871      32.199795    
90.500000 20.500000 0.500000 277.854401      0.20509  86.766212      32.895661    
95.500000 20.500000 0.500000 358.205505      0.48525  91.717552      33.591526    
0.500000 25.500000 0.500000 943.635010      2.37603 -3.0537800      25.321422    
5.500000 25.500000 0.500000 804.471130      1.76538  1.8975603      26.017288    
10.500000 25.500000 0.500000 659.869995      1.36421  6.8489007      26.713153    
15.500000 25.500000 0.500000 556.913330      1.08595  11.800241      27.409019    
20.500000 25.500000 0.500000 346.709991      0.43646  16.751581      28.104884    
25.500000 25.500000 0.500000 80.099998     -0.77642  21.702922      28.800750    
30.500000 25.500000 0.500000 499.897797      0.89180  26.654262      29.496615    
35.500000 25.500000 0.500000 720.216675      1.52403  31.605602      30.192481    
40.500000 25.500000 0.500000 350.205505      0.45724  36.556943      30.888346    
45.500000 25.500000 0.500000 530.035522      0.97916  41.508283      31.584212    
50.500000 25.500000 0.500000 468.263306      0.78492  46.459623      32.280077    
55.500000 25.500000 0.500000 440.191101      0.71033  51.410964      32.975943    
60.500000 25.500000 0.500000 281.331085      0.21791  56.362304      33.671808    
65.500000 25.500000 0.500000 104.641098     -0.62419  61.313644      34.367674    
70.500000 25.500000 0.500000 14.106700     -1.23320  66.264985      35.063539    
75.500000 25.500000 0.500000 144.353302     -0.38870  71.216325      35.759405    
80.500000 25.500000 0.500000 197.258896     -0.16048  76.167665      36.455270    
85.500000 25.500000 0.500000 136.416702     -0.42958  81.119006      37.151136    
90.500000 25.500000 0.500000 152.614395     -0.36180  86.070346      37.847001    
95.500000 25.500000 0.500000 152.516693     -0.36850  91.021687      38.542867    
0.500000 30.500000 0.500000 320.226715      0.33517 -3.7496455      30.272763    
5.500000 30.500000 0.500000 781.194519      1.70874  1.2016948      30.968628    
10.500000 30.500000 0.500000 594.945618      1.20682  6.1530352      31.664494    
15.500000 30.500000 0.500000 546.493408      1.03109  11.104376      32.360359    
20.500000 30.500000 0.500000 647.992188      1.33310  16.055716      33.056225    
25.500000 30.500000 0.500000 0.000000     -2.49771  21.007056      33.752090    
30.500000 30.500000 0.500000 570.921082      1.14430  25.958397      34.447956    
35.500000 30.500000 0.500000 943.423279      2.28182  30.909737      35.143821    
40.500000 30.500000 0.500000 569.085571      1.12050  35.861077      35.839687    
45.500000 30.500000 0.500000 108.952202     -0.58656  40.812418      36.535552    
50.500000 30.500000 0.500000 377.399994      0.55704  45.763758      37.231418    
55.500000 30.500000 0.500000 184.411102     -0.21791  50.715098      37.927283    
60.500000 30.500000 0.500000 626.222290      1.26047  55.666439      38.623149    
65.500000 30.500000 0.500000 528.228882      0.94924  60.617779      39.319014    
70.500000 30.500000 0.500000 696.080017      1.50432  65.569119      40.014880    
75.500000 30.500000 0.500000 438.438812      0.70229  70.520460      40.710745    
80.500000 30.500000 0.500000 825.535522      1.89949  75.471800      41.406611    
85.500000 30.500000 0.500000 195.571106     -0.17319  80.423140      42.102476    
90.500000 30.500000 0.500000 0.000000     -2.02859  85.374481      42.798342    
95.500000 30.500000 0.500000 0.000000     -2.08028  90.325821      43.494207    
0.500000 35.500000 0.500000 662.445007      1.38028 -4.4455110      35.224103    
5.500000 35.500000 0.500000 338.700012      0.38870 0.50582933      35.919968    
10.500000 35.500000 0.500000 496.092194      0.88251  5.4571697      36.615834    
15.500000 35.500000 0.500000 445.892212      0.75125  10.408510      37.311699    
20.500000 35.500000 0.500000 490.066711      0.87330  15.359850      38.007565    
25.500000 35.500000 0.500000 469.837708      0.79348  20.311191      38.703430    
30.500000 35.500000 0.500000 820.145630      1.86273  25.262531      39.399296    
35.500000 35.500000 0.500000 721.133423      1.54436  30.213871      40.095161    
40.500000 35.500000 0.500000 419.187805      0.65495  35.165212      40.791027    
45.500000 35.500000 0.500000 96.012199     -0.67843  40.116552      41.486892    
50.500000 35.500000 0.500000 135.607803     -0.43646  45.067892      42.182758    
55.500000 35.500000 0.500000 157.479996     -0.34845  50.019233      42.878623    
60.500000 35.500000 0.500000 282.026703      0.23076  54.970573      43.574489    
65.500000 35.500000 0.500000 628.464417      1.27446  59.921913      44.270354    
70.500000 35.500000 0.500000 380.188812      0.56437  64.873254      44.966220    
75.500000 35.500000 0.500000 504.958893      0.91061  69.824594      45.662085    
80.500000 35.500000 0.500000 745.307678      1.58706  74.775934      46.357951    
85.500000 35.500000 0.500000 674.889893      1.41353  79.727275      47.053816    
90.500000 35.500000 0.500000 191.685593     -0.18593  84.678615      47.749682    
95.500000 35.500000 0.500000 24.378901     -1.10884  89.629956      48.445547    
0.500000 40.500000 0.500000 283.859985      0.25011 -5.1413765      40.175443    
5.500000 40.500000 0.500000 267.544403      0.14780 -.19003617      40.871309    
10.500000 40.500000 0.500000 124.724503     -0.49231  4.7613042      41.567174    
15.500000 40.500000 0.500000 126.336700     -0.48525  9.7126445      42.263040    
20.500000 40.500000 0.500000 204.091095     -0.10358  14.663985      42.958905    
25.500000 40.500000 0.500000 293.524506      0.26307  19.615325      43.654771    
30.500000 40.500000 0.500000 557.384521      1.09732  24.566666      44.350636    
35.500000 40.500000 0.500000 819.033386      1.82833  29.518006      45.046502    
40.500000 40.500000 0.500000 876.262207      2.02859  34.469346      45.742367    
45.500000 40.500000 0.500000 159.712204     -0.33517  39.420687      46.438233    
50.500000 40.500000 0.500000 155.172195     -0.35512  44.372027      47.134098    
55.500000 40.500000 0.500000 348.921112      0.44337  49.323367      47.829964    
60.500000 40.500000 0.500000 397.273285      0.61660  54.274708      48.525829    
65.500000 40.500000 0.500000 263.113312      0.14147  59.226048      49.221695    
70.500000 40.500000 0.500000 80.419998     -0.76798  64.177388      49.917560    
75.500000 40.500000 0.500000 0.000000     -1.73636  69.128729      50.613426    
80.500000 40.500000 0.500000 30.223301     -1.04181  74.080069      51.309291    
85.500000 40.500000 0.500000 183.453293     -0.22433  79.031409      52.005157    
90.500000 40.500000 0.500000 217.036697     -0.02820  83.982750      52.701022    
95.500000 40.500000 0.500000 9.561100     -1.39671  88.934090      53.396888    
0.500000 45.500000 0.500000 259.290009      0.12250 -5.8372420      45.126784    
5.500000 45.500000 0.500000 134.901093     -0.44337 -.88590167      45.822649    
10.500000 45.500000 0.500000 134.422195     -0.45029  4.0654387      46.518515    
15.500000 45.500000 0.500000 233.891098      0.03447  9.0167790      47.214380    
20.500000 45.500000 0.500000 369.962189      0.51365  13.968119      47.910246    
25.500000 45.500000 0.500000 632.985596      1.28871  18.919460      48.606111    
30.500000 45.500000 0.500000 684.366577      1.46654  23.870800      49.301977    
35.500000 45.500000 0.500000 675.041077      1.43076  28.822140      49.997842    
40.500000 45.500000 0.500000 508.486694      0.92975  33.773481      50.693708    
45.500000 45.500000 0.500000 119.627800     -0.53522  38.724821      51.389573    
50.500000 45.500000 0.500000 323.596710      0.34845  43.676161      52.085439    
55.500000 45.500000 0.500000 274.037811      0.17319  48.627502      52.781304    
60.500000 45.500000 0.500000 352.788910      0.46421  53.578842      53.477170    
65.500000 45.500000 0.500000 328.128906      0.36180  58.530182      54.173035    
70.500000 45.500000 0.500000 142.736694     -0.39546  63.481523      54.868901    
75.500000 45.500000 0.500000 182.516693     -0.23076  68.432863      55.564766    
80.500000 45.500000 0.500000 202.179993     -0.12250  73.384204      56.260632    
85.500000 45.500000 0.500000 212.113297     -0.05329  78.335544      56.956497    
90.500000 45.500000 0.500000 107.779999     -0.59402  83.286884      57.652363    
95.500000 45.500000 0.500000 4.686700     -1.48517  88.238225      58.348228    
0.500000 50.500000 0.500000 199.323303     -0.14780 -6.5331075      50.078124    
5.500000 50.500000 0.500000 163.362198     -0.30877 -1.5817672      50.773990    
10.500000 50.500000 0.500000 345.711090      0.42958  3.3695732      51.469855    
15.500000 50.500000 0.500000 385.123413      0.58656  8.3209135      52.165721    
20.500000 50.500000 0.500000 911.576721      2.20435  13.272254      52.861586    
25.500000 50.500000 0.500000 1020.445618      2.49771  18.223594      53.557452    
30.500000 50.500000 0.500000 513.162170      0.93945  23.174935      54.253317    
35.500000 50.500000 0.500000 370.543304      0.52081  28.126275      54.949183    
40.500000 50.500000 0.500000 127.517799     -0.47821  33.077615      55.645048    
45.500000 50.500000 0.500000 56.545601     -0.91061  38.028956      56.340914    
50.500000 50.500000 0.500000 171.891098     -0.28911  42.980296      57.036779    
55.500000 50.500000 0.500000 311.005615      0.30220  47.931636      57.732645    
60.500000 50.500000 0.500000 203.493301     -0.11619  52.882977      58.428510    
65.500000 50.500000 0.500000 3.492200     -1.50432  57.834317      59.124376    
70.500000 50.500000 0.500000 409.715607      0.63950  62.785657      59.820241    
75.500000 50.500000 0.500000 410.417786      0.64720  67.736998      60.516107    
80.500000 50.500000 0.500000 615.811096      1.24672  72.688338      61.211972    
85.500000 50.500000 0.500000 381.309998      0.57174  77.639678      61.907838    
90.500000 50.500000 0.500000 29.941099     -1.06362  82.591019      62.603703    
95.500000 50.500000 0.500000 18.742201     -1.13232  87.542359      63.299569    
0.500000 55.500000 0.500000 431.478302      0.68634 -7.2289730      55.029464    
5.500000 55.500000 0.500000 199.285599     -0.15414 -2.2776327      55.725330    
10.500000 55.500000 0.500000 313.907806      0.32194  2.6737077      56.421195    
15.500000 55.500000 0.500000 848.711121      1.93901  7.6250480      57.117061    
20.500000 55.500000 0.500000 1021.297913      2.67379  12.576388      57.812926    
25.500000 55.500000 0.500000 808.152222      1.79597  17.527729      58.508792    
30.500000 55.500000 0.500000 695.593323      1.48517  22.479069      59.204657    
35.500000 55.500000 0.500000 172.298904     -0.28258  27.430409      59.900523    
40.500000 55.500000 0.500000 39.516701     -0.99961  32.381750      60.596388    
45.500000 55.500000 0.500000 20.670000     -1.12050  37.333090      61.292254    
50.500000 55.500000 0.500000 16.385599     -1.18126  42.284430      61.988119    
55.500000 55.500000 0.500000 70.065598     -0.82830  47.235771      62.683985    
60.500000 55.500000 0.500000 293.609985      0.26956  52.187111      63.379850    
65.500000 55.500000 0.500000 180.929993     -0.24365  57.138451      64.075716    
70.500000 55.500000 0.500000 256.683289      0.10989  62.089792      64.771581    
75.500000 55.500000 0.500000 276.936615      0.19231  67.041132      65.467447    
80.500000 55.500000 0.500000 165.742203     -0.30220  71.992473      66.163312    
85.500000 55.500000 0.500000 120.544403     -0.52800  76.943813      66.859178    
90.500000 55.500000 0.500000 0.000000     -3.02334  81.895153      67.555043    
95.500000 55.500000 0.500000 251.179993      0.09099  86.846494      68.250909    
0.500000 60.500000 0.500000 364.876709      0.50651 -7.9248385      59.980805    
5.500000 60.500000 0.500000 130.824493     -0.46421 -2.9734982      60.676670    
10.500000 60.500000 0.500000 220.403305     -0.00313  1.9778422      61.372536    
15.500000 60.500000 0.500000 904.667725      2.08028  6.9291825      62.068401    
20.500000 60.500000 0.500000 780.570007      1.68236  11.880523      62.764267    
25.500000 60.500000 0.500000 732.206726      1.56535  16.831863      63.460132    
30.500000 60.500000 0.500000 206.515594     -0.09099  21.783204      64.155998    
35.500000 60.500000 0.500000 9.820000     -1.34849  26.734544      64.851863    
40.500000 60.500000 0.500000 9.652200     -1.38028  31.685884      65.547729    
45.500000 60.500000 0.500000 0.623300     -1.63285  36.637225      66.243594    
