With Rotated Coordinates: Normal Score Transform: pygeostat_saved_data
 7
X
Y
Z
value
NS_value
Rotated X
Rotated Y
0.500000 0.500000 0.500000 0.000000     -2.67379 0.41562694     0.57206140    
5.500000 0.500000 0.500000 0.000000     -2.37603  5.3540686      1.3542337    
10.500000 0.500000 0.500000 204.054993     -0.10989  10.292510      2.1364060    
15.500000 0.500000 0.500000 157.588303     -0.34180  15.230952      2.9185784    
20.500000 0.500000 0.500000 210.154999     -0.06585  20.169394      3.7007507    
25.500000 0.500000 0.500000 386.173309      0.59402  25.107835      4.4829230    
30.500000 0.500000 0.500000 422.756592      0.66274  30.046277      5.2650953    
35.500000 0.500000 0.500000 541.809998      0.99961  34.984719      6.0472676    
40.500000 0.500000 0.500000 576.163330      1.15644  39.923161      6.8294400    
45.500000 0.500000 0.500000 549.518372      1.04181  44.861602      7.6116123    
50.500000 0.500000 0.500000 200.958298     -0.13514  49.800044      8.3937846    
55.500000 0.500000 0.500000 375.029907      0.54246  54.738486      9.1759569    
60.500000 0.500000 0.500000 320.968292      0.34180  59.676927      9.9581292    
65.500000 0.500000 0.500000 374.281708      0.53522  64.615369      10.740302    
70.500000 0.500000 0.500000 270.466705      0.16048  69.553811      11.522474    
75.500000 0.500000 0.500000 14.636700     -1.21991  74.492252      12.304646    
80.500000 0.500000 0.500000 138.963303     -0.41588  79.430694      13.086819    
85.500000 0.500000 0.500000 330.253296      0.37522  84.369136      13.868991    
90.500000 0.500000 0.500000 363.000000      0.49940  89.307578      14.651163    
95.500000 0.500000 0.500000 122.781700     -0.51365  94.246019      15.433335    
0.500000 5.500000 0.500000 0.000000     -1.89949 -.36654538      5.5105031    
5.500000 5.500000 0.500000 11.474400     -1.27446  4.5718963      6.2926754    
10.500000 5.500000 0.500000 43.175598     -0.94924  9.5103380      7.0748477    
15.500000 5.500000 0.500000 107.290001     -0.60904  14.448780      7.8570201    
20.500000 5.500000 0.500000 281.265503      0.21150  19.387221      8.6391924    
25.500000 5.500000 0.500000 313.061096      0.30877  24.325663      9.4213647    
30.500000 5.500000 0.500000 424.531097      0.67056  29.264105      10.203537    
35.500000 5.500000 0.500000 253.062195      0.10358  34.202547      10.985709    
40.500000 5.500000 0.500000 407.880005      0.63183  39.140988      11.767882    
45.500000 5.500000 0.500000 222.167801      0.00313  44.079430      12.550054    
50.500000 5.500000 0.500000 283.696686      0.24365  49.017872      13.332226    
55.500000 5.500000 0.500000 216.302200     -0.03447  53.956313      14.114399    
60.500000 5.500000 0.500000 261.458893      0.12882  58.894755      14.896571    
65.500000 5.500000 0.500000 235.391098      0.04702  63.833197      15.678743    
70.500000 5.500000 0.500000 474.660004      0.81950  68.771638      16.460916    
75.500000 5.500000 0.500000 277.003296      0.19870  73.710080      17.243088    
80.500000 5.500000 0.500000 428.578888      0.67843  78.648522      18.025260    
85.500000 5.500000 0.500000 772.396606      1.65710  83.586964      18.807433    
90.500000 5.500000 0.500000 503.337799      0.90117  88.525405      19.589605    
95.500000 5.500000 0.500000 177.917801     -0.26307  93.463847      20.371777    
0.500000 10.500000 0.500000 66.873299     -0.84609 -1.1487177      10.448945    
5.500000 10.500000 0.500000 66.746696     -0.86416  3.7897240      11.231117    
10.500000 10.500000 0.500000 77.235603     -0.78492  8.7281657      12.013289    
15.500000 10.500000 0.500000 94.454399     -0.69429  13.666607      12.795462    
20.500000 10.500000 0.500000 51.272202     -0.92975  18.605049      13.577634    
25.500000 10.500000 0.500000 234.729996      0.04074  23.543491      14.359806    
30.500000 10.500000 0.500000 528.935608      0.95912  28.481933      15.141979    
35.500000 10.500000 0.500000 482.937805      0.85509  33.420374      15.924151    
40.500000 10.500000 0.500000 505.185486      0.92014  38.358816      16.706323    
45.500000 10.500000 0.500000 65.401100     -0.89180  43.297258      17.488496    
50.500000 10.500000 0.500000 73.295601     -0.79348  48.235699      18.270668    
55.500000 10.500000 0.500000 219.704498     -0.00940  53.174141      19.052840    
60.500000 10.500000 0.500000 225.733307      0.01567  58.112583      19.835013    
65.500000 10.500000 0.500000 182.372192     -0.23720  63.051024      20.617185    
70.500000 10.500000 0.500000 390.133301      0.60151  67.989466      21.399357    
75.500000 10.500000 0.500000 93.995598     -0.70229  72.927908      22.181530    
80.500000 10.500000 0.500000 445.234497      0.74297  77.866350      22.963702    
85.500000 10.500000 0.500000 377.331085      0.54974  82.804791      23.745874    
90.500000 10.500000 0.500000 231.436707      0.02820  87.743233      24.528047    
95.500000 10.500000 0.500000 104.372200     -0.63183  92.681675      25.310219    
0.500000 15.500000 0.500000 541.830017      1.00999 -1.9308900      15.387387    
5.500000 15.500000 0.500000 172.673294     -0.27606  3.0075517      16.169559    
10.500000 15.500000 0.500000 87.331100     -0.72655  7.9459934      16.951731    
15.500000 15.500000 0.500000 186.407806     -0.21150  12.884435      17.733903    
20.500000 15.500000 0.500000 118.986702     -0.54246  17.822877      18.516076    
25.500000 15.500000 0.500000 208.202194     -0.07841  22.761319      19.298248    
30.500000 15.500000 0.500000 676.192322      1.44842  27.699760      20.080420    
35.500000 15.500000 0.500000 554.272217      1.06362  32.638202      20.862593    
40.500000 15.500000 0.500000 558.902222      1.10884  37.576644      21.644765    
45.500000 15.500000 0.500000 272.997803      0.16683  42.515085      22.426937    
50.500000 15.500000 0.500000 81.733299     -0.75959  47.453527      23.209110    
55.500000 15.500000 0.500000 313.634399      0.31534  52.391969      23.991282    
60.500000 15.500000 0.500000 145.955597     -0.38195  57.330410      24.773454    
65.500000 15.500000 0.500000 191.756699     -0.17956  62.268852      25.555627    
70.500000 15.500000 0.500000 113.223297     -0.56437  67.207294      26.337799    
75.500000 15.500000 0.500000 87.401100     -0.71842  72.145736      27.119971    
80.500000 15.500000 0.500000 191.653305     -0.19231  77.084177      27.902144    
85.500000 15.500000 0.500000 343.973389      0.40905  82.022619      28.684316    
90.500000 15.500000 0.500000 90.415604     -0.71033  86.961061      29.466488    
95.500000 15.500000 0.500000 341.132202      0.40225  91.899502      30.248661    
0.500000 20.500000 0.500000 633.525024      1.30322 -2.7130623      20.325828    
5.500000 20.500000 0.500000 667.548889      1.39671  2.2253794      21.108001    
10.500000 20.500000 0.500000 482.946686      0.86416  7.1638211      21.890173    
15.500000 20.500000 0.500000 770.286682      1.63285  12.102263      22.672345    
20.500000 20.500000 0.500000 294.677795      0.28911  17.040704      23.454517    
25.500000 20.500000 0.500000 305.768890      0.29565  21.979146      24.236690    
30.500000 20.500000 0.500000 479.667786      0.84609  26.917588      25.018862    
35.500000 20.500000 0.500000 605.803284      1.23320  31.856030      25.801034    
40.500000 20.500000 0.500000 218.581100     -0.02193  36.794471      26.583207    
45.500000 20.500000 0.500000 443.858887      0.73474  41.732913      27.365379    
50.500000 20.500000 0.500000 224.752197      0.00940  46.671355      28.147551    
55.500000 20.500000 0.500000 357.417786      0.47821  51.609796      28.929724    
60.500000 20.500000 0.500000 329.866608      0.36850  56.548238      29.711896    
65.500000 20.500000 0.500000 0.000000     -1.93901  61.486680      30.494068    
70.500000 20.500000 0.500000 9.778900     -1.36421  66.425122      31.276241    
75.500000 20.500000 0.500000 252.237793      0.09729  71.363563      32.058413    
80.500000 20.500000 0.500000 459.354401      0.75959  76.302005      32.840585    
85.500000 20.500000 0.500000 150.772202     -0.37522  81.240447      33.622758    
90.500000 20.500000 0.500000 277.854401      0.20509  86.178888      34.404930    
95.500000 20.500000 0.500000 358.205505      0.48525  91.117330      35.187102    
0.500000 25.500000 0.500000 943.635010      2.37603 -3.4952347      25.264270    
5.500000 25.500000 0.500000 804.471130      1.76538  1.4432070      26.046442    
10.500000 25.500000 0.500000 659.869995      1.36421  6.3816488      26.828615    
15.500000 25.500000 0.500000 556.913330      1.08595  11.320090      27.610787    
20.500000 25.500000 0.500000 346.709991      0.43646  16.258532      28.392959    
25.500000 25.500000 0.500000 80.099998     -0.77642  21.196974      29.175132    
30.500000 25.500000 0.500000 499.897797      0.89180  26.135416      29.957304    
35.500000 25.500000 0.500000 720.216675      1.52403  31.073857      30.739476    
40.500000 25.500000 0.500000 350.205505      0.45724  36.012299      31.521648    
45.500000 25.500000 0.500000 530.035522      0.97916  40.950741      32.303821    
50.500000 25.500000 0.500000 468.263306      0.78492  45.889182      33.085993    
55.500000 25.500000 0.500000 440.191101      0.71033  50.827624      33.868165    
60.500000 25.500000 0.500000 281.331085      0.21791  55.766066      34.650338    
65.500000 25.500000 0.500000 104.641098     -0.62419  60.704507      35.432510    
70.500000 25.500000 0.500000 14.106700     -1.23320  65.642949      36.214682    
75.500000 25.500000 0.500000 144.353302     -0.38870  70.581391      36.996855    
80.500000 25.500000 0.500000 197.258896     -0.16048  75.519833      37.779027    
85.500000 25.500000 0.500000 136.416702     -0.42958  80.458274      38.561199    
90.500000 25.500000 0.500000 152.614395     -0.36180  85.396716      39.343372    
95.500000 25.500000 0.500000 152.516693     -0.36850  90.335158      40.125544    
0.500000 30.500000 0.500000 320.226715      0.33517 -4.2774070      30.202712    
5.500000 30.500000 0.500000 781.194519      1.70874 0.66103473      30.984884    
10.500000 30.500000 0.500000 594.945618      1.20682  5.5994764      31.767056    
15.500000 30.500000 0.500000 546.493408      1.03109  10.537918      32.549229    
20.500000 30.500000 0.500000 647.992188      1.33310  15.476360      33.331401    
25.500000 30.500000 0.500000 0.000000     -2.49771  20.414802      34.113573    
30.500000 30.500000 0.500000 570.921082      1.14430  25.353243      34.895746    
35.500000 30.500000 0.500000 943.423279      2.28182  30.291685      35.677918    
40.500000 30.500000 0.500000 569.085571      1.12050  35.230127      36.460090    
45.500000 30.500000 0.500000 108.952202     -0.58656  40.168568      37.242262    
50.500000 30.500000 0.500000 377.399994      0.55704  45.107010      38.024435    
55.500000 30.500000 0.500000 184.411102     -0.21791  50.045452      38.806607    
60.500000 30.500000 0.500000 626.222290      1.26047  54.983893      39.588779    
65.500000 30.500000 0.500000 528.228882      0.94924  59.922335      40.370952    
70.500000 30.500000 0.500000 696.080017      1.50432  64.860777      41.153124    
75.500000 30.500000 0.500000 438.438812      0.70229  69.799219      41.935296    
80.500000 30.500000 0.500000 825.535522      1.89949  74.737660      42.717469    
85.500000 30.500000 0.500000 195.571106     -0.17319  79.676102      43.499641    
90.500000 30.500000 0.500000 0.000000     -2.02859  84.614544      44.281813    
95.500000 30.500000 0.500000 0.000000     -2.08028  89.552985      45.063986    
0.500000 35.500000 0.500000 662.445007      1.38028 -5.0595793      35.141153    
5.500000 35.500000 0.500000 338.700012      0.38870 -.12113759      35.923326    
10.500000 35.500000 0.500000 496.092194      0.88251  4.8173041      36.705498    
15.500000 35.500000 0.500000 445.892212      0.75125  9.7557458      37.487670    
20.500000 35.500000 0.500000 490.066711      0.87330  14.694188      38.269843    
25.500000 35.500000 0.500000 469.837708      0.79348  19.632629      39.052015    
30.500000 35.500000 0.500000 820.145630      1.86273  24.571071      39.834187    
35.500000 35.500000 0.500000 721.133423      1.54436  29.509513      40.616360    
40.500000 35.500000 0.500000 419.187805      0.65495  34.447954      41.398532    
45.500000 35.500000 0.500000 96.012199     -0.67843  39.386396      42.180704    
50.500000 35.500000 0.500000 135.607803     -0.43646  44.324838      42.962877    
55.500000 35.500000 0.500000 157.479996     -0.34845  49.263279      43.745049    
60.500000 35.500000 0.500000 282.026703      0.23076  54.201721      44.527221    
65.500000 35.500000 0.500000 628.464417      1.27446  59.140163      45.309393    
70.500000 35.500000 0.500000 380.188812      0.56437  64.078605      46.091566    
75.500000 35.500000 0.500000 504.958893      0.91061  69.017046      46.873738    
80.500000 35.500000 0.500000 745.307678      1.58706  73.955488      47.655910    
85.500000 35.500000 0.500000 674.889893      1.41353  78.893930      48.438083    
90.500000 35.500000 0.500000 191.685593     -0.18593  83.832371      49.220255    
95.500000 35.500000 0.500000 24.378901     -1.10884  88.770813      50.002427    
0.500000 40.500000 0.500000 283.859985      0.25011 -5.8417516      40.079595    
5.500000 40.500000 0.500000 267.544403      0.14780 -.90330991      40.861767    
10.500000 40.500000 0.500000 124.724503     -0.49231  4.0351318      41.643940    
15.500000 40.500000 0.500000 126.336700     -0.48525  8.9735735      42.426112    
20.500000 40.500000 0.500000 204.091095     -0.10358  13.912015      43.208284    
25.500000 40.500000 0.500000 293.524506      0.26307  18.850457      43.990457    
30.500000 40.500000 0.500000 557.384521      1.09732  23.788899      44.772629    
35.500000 40.500000 0.500000 819.033386      1.82833  28.727340      45.554801    
40.500000 40.500000 0.500000 876.262207      2.02859  33.665782      46.336974    
45.500000 40.500000 0.500000 159.712204     -0.33517  38.604224      47.119146    
50.500000 40.500000 0.500000 155.172195     -0.35512  43.542665      47.901318    
55.500000 40.500000 0.500000 348.921112      0.44337  48.481107      48.683491    
60.500000 40.500000 0.500000 397.273285      0.61660  53.419549      49.465663    
65.500000 40.500000 0.500000 263.113312      0.14147  58.357991      50.247835    
70.500000 40.500000 0.500000 80.419998     -0.76798  63.296432      51.030008    
75.500000 40.500000 0.500000 0.000000     -1.73636  68.234874      51.812180    
80.500000 40.500000 0.500000 30.223301     -1.04181  73.173316      52.594352    
85.500000 40.500000 0.500000 183.453293     -0.22433  78.111757      53.376524    
90.500000 40.500000 0.500000 217.036697     -0.02820  83.050199      54.158697    
95.500000 40.500000 0.500000 9.561100     -1.39671  87.988641      54.940869    
0.500000 45.500000 0.500000 259.290009      0.12250 -6.6239239      45.018037    
5.500000 45.500000 0.500000 134.901093     -0.44337 -1.6854822      45.800209    
10.500000 45.500000 0.500000 134.422195     -0.45029  3.2529595      46.582381    
15.500000 45.500000 0.500000 233.891098      0.03447  8.1914012      47.364554    
20.500000 45.500000 0.500000 369.962189      0.51365  13.129843      48.146726    
25.500000 45.500000 0.500000 632.985596      1.28871  18.068285      48.928898    
30.500000 45.500000 0.500000 684.366577      1.46654  23.006726      49.711071    
35.500000 45.500000 0.500000 675.041077      1.43076  27.945168      50.493243    
40.500000 45.500000 0.500000 508.486694      0.92975  32.883610      51.275415    
45.500000 45.500000 0.500000 119.627800     -0.53522  37.822051      52.057588    
50.500000 45.500000 0.500000 323.596710      0.34845  42.760493      52.839760    
55.500000 45.500000 0.500000 274.037811      0.17319  47.698935      53.621932    
60.500000 45.500000 0.500000 352.788910      0.46421  52.637377      54.404105    
65.500000 45.500000 0.500000 328.128906      0.36180  57.575818      55.186277    
70.500000 45.500000 0.500000 142.736694     -0.39546  62.514260      55.968449    
75.500000 45.500000 0.500000 182.516693     -0.23076  67.452702      56.750622    
80.500000 45.500000 0.500000 202.179993     -0.12250  72.391143      57.532794    
85.500000 45.500000 0.500000 212.113297     -0.05329  77.329585      58.314966    
90.500000 45.500000 0.500000 107.779999     -0.59402  82.268027      59.097138    
95.500000 45.500000 0.500000 4.686700     -1.48517  87.206468      59.879311    
0.500000 50.500000 0.500000 199.323303     -0.14780 -7.4060963      49.956478    
5.500000 50.500000 0.500000 163.362198     -0.30877 -2.4676545      50.738651    
10.500000 50.500000 0.500000 345.711090      0.42958  2.4707872      51.520823    
15.500000 50.500000 0.500000 385.123413      0.58656  7.4092289      52.302995    
20.500000 50.500000 0.500000 911.576721      2.20435  12.347671      53.085168    
25.500000 50.500000 0.500000 1020.445618      2.49771  17.286112      53.867340    
30.500000 50.500000 0.500000 513.162170      0.93945  22.224554      54.649512    
35.500000 50.500000 0.500000 370.543304      0.52081  27.162996      55.431685    
40.500000 50.500000 0.500000 127.517799     -0.47821  32.101437      56.213857    
45.500000 50.500000 0.500000 56.545601     -0.91061  37.039879      56.996029    
50.500000 50.500000 0.500000 171.891098     -0.28911  41.978321      57.778202    
55.500000 50.500000 0.500000 311.005615      0.30220  46.916762      58.560374    
60.500000 50.500000 0.500000 203.493301     -0.11619  51.855204      59.342546    
65.500000 50.500000 0.500000 3.492200     -1.50432  56.793646      60.124719    
70.500000 50.500000 0.500000 409.715607      0.63950  61.732088      60.906891    
75.500000 50.500000 0.500000 410.417786      0.64720  66.670529      61.689063    
80.500000 50.500000 0.500000 615.811096      1.24672  71.608971      62.471236    
85.500000 50.500000 0.500000 381.309998      0.57174  76.547413      63.253408    
90.500000 50.500000 0.500000 29.941099     -1.06362  81.485854      64.035580    
95.500000 50.500000 0.500000 18.742201     -1.13232  86.424296      64.817753    
0.500000 55.500000 0.500000 431.478302      0.68634 -8.1882686      54.894920    
5.500000 55.500000 0.500000 199.285599     -0.15414 -3.2498269      55.677092    
10.500000 55.500000 0.500000 313.907806      0.32194  1.6886148      56.459265    
15.500000 55.500000 0.500000 848.711121      1.93901  6.6270565      57.241437    
20.500000 55.500000 0.500000 1021.297913      2.67379  11.565498      58.023609    
25.500000 55.500000 0.500000 808.152222      1.79597  16.503940      58.805782    
30.500000 55.500000 0.500000 695.593323      1.48517  21.442382      59.587954    
35.500000 55.500000 0.500000 172.298904     -0.28258  26.380823      60.370126    
40.500000 55.500000 0.500000 39.516701     -0.99961  31.319265      61.152299    
45.500000 55.500000 0.500000 20.670000     -1.12050  36.257707      61.934471    
50.500000 55.500000 0.500000 16.385599     -1.18126  41.196148      62.716643    
55.500000 55.500000 0.500000 70.065598     -0.82830  46.134590      63.498816    
60.500000 55.500000 0.500000 293.609985      0.26956  51.073032      64.280988    
65.500000 55.500000 0.500000 180.929993     -0.24365  56.011474      65.063160    
70.500000 55.500000 0.500000 256.683289      0.10989  60.949915      65.845333    
75.500000 55.500000 0.500000 276.936615      0.19231  65.888357      66.627505    
80.500000 55.500000 0.500000 165.742203     -0.30220  70.826799      67.409677    
85.500000 55.500000 0.500000 120.544403     -0.52800  75.765240      68.191850    
90.500000 55.500000 0.500000 0.000000     -3.02334  80.703682      68.974022    
95.500000 55.500000 0.500000 251.179993      0.09099  85.642124      69.756194    
0.500000 60.500000 0.500000 364.876709      0.50651 -8.9704409      59.833362    
5.500000 60.500000 0.500000 130.824493     -0.46421 -4.0319992      60.615534    
10.500000 60.500000 0.500000 220.403305     -0.00313 0.90644252      61.397706    
15.500000 60.500000 0.500000 904.667725      2.08028  5.8448842      62.179879    
20.500000 60.500000 0.500000 780.570007      1.68236  10.783326      62.962051    
25.500000 60.500000 0.500000 732.206726      1.56535  15.721768      63.744223    
30.500000 60.500000 0.500000 206.515594     -0.09099  20.660209      64.526396    
35.500000 60.500000 0.500000 9.820000     -1.34849  25.598651      65.308568    
40.500000 60.500000 0.500000 9.652200     -1.38028  30.537093      66.090740    
45.500000 60.500000 0.500000 0.623300     -1.63285  35.475534      66.872913    
